corpus,model,window,criterion,n_draws,folds_per_draw,df,mean_pp,sd_draw_pp,se_pp,pointwise_95_low_pp,pointwise_95_high_pp
subesco,wavlm_base_plus,33,CE,24,5,23,2.619047619047619,2.8291851604288003,0.5775050025753939,1.4243875004149582,3.81370773768028
subesco,wavlm_base_plus,33,UAR,24,5,23,0.476190476190476,2.442022183654343,0.4984756908758577,-0.5549850553487601,1.5073660077297122
subesco,wavlm_base_plus,34,CE,24,5,23,2.619047619047619,2.8291851604288003,0.5775050025753939,1.4243875004149582,3.81370773768028
subesco,wavlm_base_plus,34,UAR,24,5,23,0.47619047619047605,2.493706956776648,0.5090258010109545,-0.5768096209704872,1.5291905733514393
subesco,wavlm_base_plus,35,CE,24,5,23,2.619047619047619,2.8291851604288003,0.5775050025753939,1.4243875004149582,3.81370773768028
subesco,wavlm_base_plus,35,UAR,24,5,23,0.476190476190476,2.4668760952525774,0.5035489743365172,-0.5654799417894665,1.5178608941704186
subesco,wavlm_base_plus,36,CE,24,5,23,2.619047619047619,2.8291851604288003,0.5775050025753939,1.4243875004149582,3.81370773768028
subesco,wavlm_base_plus,36,UAR,24,5,23,0.5803571428571427,2.4514190609930044,0.5003938204304612,-0.4547863419829937,1.615500627697279
subesco,wavlm_base_plus,37,CE,24,5,23,2.619047619047619,2.8291851604288003,0.5775050025753939,1.4243875004149582,3.81370773768028
subesco,wavlm_base_plus,37,UAR,24,5,23,0.5505952380952379,2.494401821401963,0.5091676396586489,-0.5026982746637298,1.6038887508542057
subesco,wavlm_base_plus,38,CE,24,5,23,2.619047619047619,2.8291851604288003,0.5775050025753939,1.4243875004149582,3.81370773768028
subesco,wavlm_base_plus,38,UAR,24,5,23,0.6398809523809522,2.4084367356467022,0.49162009000906653,-0.3771126882512009,1.6568745930131055
subesco,wavlm_base_plus,39,CE,24,5,23,2.619047619047619,2.8291851604288003,0.5775050025753939,1.4243875004149582,3.81370773768028
subesco,wavlm_base_plus,39,UAR,24,5,23,0.595238095238095,2.4442920730835125,0.4989390301153579,-0.436895926545139,1.627372117021329
subesco,wavlm_base_plus,40,CE,24,5,23,2.619047619047619,2.8291851604288003,0.5775050025753939,1.4243875004149582,3.81370773768028
subesco,wavlm_base_plus,40,UAR,24,5,23,0.4464285714285712,2.488326784474942,0.5079275779386683,-0.6042996782159693,1.4971568210731117
subesco,wavlm_base_plus,41,CE,24,5,23,2.619047619047619,2.8291851604288003,0.5775050025753939,1.4243875004149582,3.81370773768028
subesco,wavlm_base_plus,41,UAR,24,5,23,0.520833333333333,2.4381869533813774,0.4976928277746209,-0.5087227224936135,1.5503893891602796
