corpus,window,draw,D_CE_pp,D_UAR_pp,J_pp,T_seen_ce_uar,T_unseen_ce_uar,T_seen_uar_uar,T_unseen_uar_uar,last_window_outer_uar,ce_disagreement,uar_disagreement
cremad,15,9,0.7017543859649124,1.4186118892001232,-0.7168575032352109,55.77488656281226,55.073132176847345,56.00185922322146,54.58324733402132,53.828697560895705,0.2,0.4
cremad,15,10,1.906843516750638,0.340557275541795,1.566286241208843,54.29988530607726,52.39304178932662,57.341053409164864,57.00049613362307,50.11605047208762,0.8,0.4
cremad,15,11,-1.4765300059417696,-0.10674057113685506,-1.3697894348049147,55.85032823422917,57.32685824017094,57.37050870177806,57.477249272914904,52.60764282436109,0.2,0.6
cremad,15,12,1.0814022578728455,-2.0492854238984264,3.130687681771272,54.49760765550239,53.416205397629554,54.20270819651624,56.251993620414666,53.88185258154299,0.2,0.8
cremad,15,13,-0.05159958720330025,0.19607843137254832,-0.24767801857584856,57.79767383482554,57.849273422028844,58.984464340501496,58.78838590912894,54.809639360722954,0.4,0.4
cremad,15,14,1.6885785306837917,-0.8975961607540569,2.5861746914378485,55.90011063695274,54.211532106268955,55.076080865554545,55.97367702630861,53.44662844662845,0.8,0.6
cremad,15,15,3.1424148606811158,-0.03611971104231344,3.1785345717234295,55.794633642930854,52.65221878224975,54.89164086687307,54.92776057791538,51.92466460268317,0.4,1.0
cremad,15,16,3.4107327141382866,1.6769865841073326,1.7337461300309542,54.92776057791538,51.517027863777095,57.04334365325078,55.36635706914344,53.89576883384933,0.6,0.8
cremad,15,17,2.236844218268368,-0.5231082475664479,2.759952465834816,58.84659075061552,56.60974653234715,57.881678469913766,58.404786717480214,54.012541953718426,0.6,0.4
cremad,15,18,0.08771929824561368,0.016595542911332473,0.07112375533428121,56.363602555553015,56.275883257307406,59.08917642663772,59.07258088372639,56.1549897772808,0.2,0.4
cremad,15,19,0.0,-0.753353973168214,0.753353973168214,56.91434468524252,56.91434468524252,58.97832817337461,59.73168214654282,57.55417956656347,0.6,0.6
cremad,15,20,0.0,0.9184726522187802,-0.9184726522187802,55.83090971635863,55.83090971635863,57.23957844700878,56.32110579479,53.02608124589549,0.0,0.4
cremad,15,21,2.8550207961972673,0.5618100509741396,2.293210745223128,58.63907250904155,55.78405171284428,60.514508316365905,59.95269826539177,58.264694472124816,0.4,0.6
