unit_id,corpus,draw,fold,window,seen_ce_epoch,T_seen_ce_uar,unseen_ce_epoch,T_unseen_ce_uar,seen_uar_epoch,T_seen_uar_uar,unseen_uar_epoch,T_unseen_uar_uar,D_CE_pp,D_UAR_pp,J_pp,ce_disagreement,uar_disagreement,last_window_outer_uar
fpc_formal_cremad_d02_f1_A,cremad,2,1,10,6,57.01754385964912,6,57.01754385964912,6,57.01754385964912,6,57.01754385964912,0.0,0.0,0.0,0,0,55.70175438596491
fpc_formal_cremad_d02_f2_A,cremad,2,2,10,8,58.333333333333336,8,58.333333333333336,8,58.333333333333336,8,58.333333333333336,0.0,0.0,0.0,0,0,52.63157894736842
fpc_formal_cremad_d02_f3_A,cremad,2,3,10,5,54.426619132501486,5,54.426619132501486,5,54.426619132501486,5,54.426619132501486,0.0,0.0,0.0,0,0,47.92038027332145
fpc_formal_cremad_d02_f4_A,cremad,2,4,10,8,51.85680332739157,4,47.45989304812834,8,51.85680332739157,7,50.37136066547831,4.396910279263224,1.485442661913254,2.9114676173499703,1,1,51.33689839572193
fpc_formal_cremad_d03_f0_A,cremad,3,0,10,5,52.63157894736842,9,55.26315789473685,9,55.26315789473685,9,55.26315789473685,-2.631578947368432,0.0,-2.631578947368432,1,0,52.63157894736842
fpc_formal_cremad_d03_f1_A,cremad,3,1,10,6,59.210526315789465,5,55.70175438596491,6,59.210526315789465,8,59.210526315789465,3.5087719298245545,0.0,3.5087719298245545,1,1,55.70175438596491
fpc_formal_cremad_d03_f2_A,cremad,3,2,10,6,51.31578947368421,6,51.31578947368421,10,56.57894736842105,7,48.24561403508772,0.0,8.333333333333329,-8.333333333333329,0,1,56.57894736842105
fpc_formal_cremad_d03_f3_A,cremad,3,3,10,8,64.2156862745098,8,64.2156862745098,10,59.80392156862745,8,64.2156862745098,0.0,-4.411764705882355,4.411764705882355,0,1,59.80392156862745
fpc_formal_cremad_d03_f4_A,cremad,3,4,10,9,60.60606060606061,7,60.60606060606061,9,60.60606060606061,9,60.60606060606061,0.0,0.0,0.0,1,0,59.09090909090909
fpc_formal_cremad_d04_f0_A,cremad,4,0,10,8,56.63163163163163,8,56.63163163163163,8,56.63163163163163,8,56.63163163163163,0.0,0.0,0.0,0,0,50.42542542542543
