sequence,unit_id,corpus,model,protocol,seed,outer_fold,status,reason,n_expected_predictions,n_observed_predictions
643,cremad__cnn__loso__s2__f022,cremad,cnn,loso,2,22,success,,82,82
644,cremad__cnn__loso__s2__f023,cremad,cnn,loso,2,23,success,,82,82
645,cremad__cnn__loso__s2__f024,cremad,cnn,loso,2,24,success,,82,82
646,cremad__cnn__loso__s2__f025,cremad,cnn,loso,2,25,success,,82,82
647,cremad__cnn__loso__s2__f026,cremad,cnn,loso,2,26,success,,82,82
648,cremad__cnn__loso__s2__f027,cremad,cnn,loso,2,27,success,,82,82
649,cremad__cnn__loso__s2__f028,cremad,cnn,loso,2,28,success,,82,82
650,cremad__cnn__loso__s2__f029,cremad,cnn,loso,2,29,success,,82,82
651,cremad__cnn__loso__s2__f030,cremad,cnn,loso,2,30,success,,82,82
652,cremad__cnn__loso__s2__f031,cremad,cnn,loso,2,31,success,,82,82
653,cremad__cnn__loso__s2__f032,cremad,cnn,loso,2,32,success,,82,82
654,cremad__cnn__loso__s2__f033,cremad,cnn,loso,2,33,success,,82,82
655,cremad__cnn__loso__s2__f034,cremad,cnn,loso,2,34,success,,82,82
656,cremad__cnn__loso__s2__f035,cremad,cnn,loso,2,35,success,,82,82
657,cremad__cnn__loso__s2__f036,cremad,cnn,loso,2,36,success,,82,82
658,cremad__cnn__loso__s2__f037,cremad,cnn,loso,2,37,success,,82,82
659,cremad__cnn__loso__s2__f038,cremad,cnn,loso,2,38,success,,82,82
660,cremad__cnn__loso__s2__f039,cremad,cnn,loso,2,39,success,,82,82
661,cremad__cnn__loso__s2__f040,cremad,cnn,loso,2,40,success,,82,82
662,cremad__cnn__loso__s2__f041,cremad,cnn,loso,2,41,success,,82,82
663,cremad__cnn__loso__s2__f042,cremad,cnn,loso,2,42,success,,82,82
664,cremad__cnn__loso__s2__f043,cremad,cnn,loso,2,43,success,,82,82
665,cremad__cnn__loso__s2__f044,cremad,cnn,loso,2,44,success,,82,82
666,cremad__cnn__loso__s2__f045,cremad,cnn,loso,2,45,success,,82,82
667,cremad__cnn__loso__s2__f046,cremad,cnn,loso,2,46,success,,82,82
668,cremad__cnn__loso__s2__f047,cremad,cnn,loso,2,47,success,,82,82
669,cremad__cnn__loso__s2__f048,cremad,cnn,loso,2,48,success,,82,82
670,cremad__cnn__loso__s2__f049,cremad,cnn,loso,2,49,success,,82,82
671,cremad__cnn__loso__s2__f050,cremad,cnn,loso,2,50,success,,82,82
672,cremad__cnn__loso__s2__f051,cremad,cnn,loso,2,51,success,,82,82
673,cremad__cnn__loso__s2__f052,cremad,cnn,loso,2,52,success,,82,82
674,cremad__cnn__loso__s2__f053,cremad,cnn,loso,2,53,success,,82,82
675,cremad__cnn__loso__s2__f054,cremad,cnn,loso,2,54,success,,82,82
676,cremad__cnn__loso__s2__f055,cremad,cnn,loso,2,55,success,,82,82
677,cremad__cnn__loso__s2__f056,cremad,cnn,loso,2,56,success,,82,82
678,cremad__cnn__loso__s2__f057,cremad,cnn,loso,2,57,success,,82,82
679,cremad__cnn__loso__s2__f058,cremad,cnn,loso,2,58,success,,82,82
680,cremad__cnn__loso__s2__f059,cremad,cnn,loso,2,59,success,,82,82
681,cremad__cnn__loso__s2__f060,cremad,cnn,loso,2,60,success,,82,82
682,cremad__cnn__loso__s2__f061,cremad,cnn,loso,2,61,success,,82,82
683,cremad__cnn__loso__s2__f062,cremad,cnn,loso,2,62,success,,82,82
684,cremad__cnn__loso__s2__f063,cremad,cnn,loso,2,63,success,,82,82
685,cremad__cnn__loso__s2__f064,cremad,cnn,loso,2,64,success,,82,82
686,cremad__cnn__loso__s2__f065,cremad,cnn,loso,2,65,success,,82,82
687,cremad__cnn__loso__s2__f066,cremad,cnn,loso,2,66,success,,82,82
688,cremad__cnn__loso__s2__f067,cremad,cnn,loso,2,67,success,,82,82
689,cremad__cnn__loso__s2__f068,cremad,cnn,loso,2,68,success,,82,82
690,cremad__cnn__loso__s2__f069,cremad,cnn,loso,2,69,success,,82,82
691,cremad__cnn__loso__s2__f070,cremad,cnn,loso,2,70,success,,82,82
692,cremad__cnn__loso__s2__f071,cremad,cnn,loso,2,71,success,,82,82
693,cremad__cnn__loso__s2__f072,cremad,cnn,loso,2,72,success,,82,82
694,cremad__cnn__loso__s2__f073,cremad,cnn,loso,2,73,success,,82,82
695,cremad__cnn__loso__s2__f074,cremad,cnn,loso,2,74,success,,82,82
696,cremad__cnn__loso__s2__f075,cremad,cnn,loso,2,75,success,,81,81
697,cremad__cnn__loso__s2__f076,cremad,cnn,loso,2,76,success,,82,82
698,cremad__cnn__loso__s2__f077,cremad,cnn,loso,2,77,success,,82,82
699,cremad__cnn__loso__s2__f078,cremad,cnn,loso,2,78,success,,82,82
700,cremad__cnn__loso__s2__f079,cremad,cnn,loso,2,79,success,,82,82
701,cremad__cnn__loso__s2__f080,cremad,cnn,loso,2,80,success,,82,82
702,cremad__cnn__loso__s2__f081,cremad,cnn,loso,2,81,success,,82,82
703,cremad__cnn__loso__s2__f082,cremad,cnn,loso,2,82,success,,82,82
704,cremad__cnn__loso__s2__f083,cremad,cnn,loso,2,83,success,,82,82
705,cremad__cnn__loso__s2__f084,cremad,cnn,loso,2,84,success,,82,82
706,cremad__cnn__loso__s2__f085,cremad,cnn,loso,2,85,success,,82,82
707,cremad__cnn__loso__s2__f086,cremad,cnn,loso,2,86,success,,82,82
708,cremad__cnn__loso__s2__f087,cremad,cnn,loso,2,87,success,,82,82
709,cremad__cnn__loso__s2__f088,cremad,cnn,loso,2,88,success,,82,82
710,cremad__cnn__loso__s2__f089,cremad,cnn,loso,2,89,success,,82,82
711,cremad__cnn__loso__s2__f090,cremad,cnn,loso,2,90,success,,82,82
712,cremad__resnet_se__random__s0__f000,cremad,resnet_se,random,0,0,success,,1489,1489
713,cremad__resnet_se__random__s0__f001,cremad,resnet_se,random,0,1,success,,1489,1489
714,cremad__resnet_se__random__s0__f002,cremad,resnet_se,random,0,2,success,,1488,1488
715,cremad__resnet_se__random__s0__f003,cremad,resnet_se,random,0,3,success,,1488,1488
716,cremad__resnet_se__random__s0__f004,cremad,resnet_se,random,0,4,success,,1488,1488
717,cremad__resnet_se__random__s1__f000,cremad,resnet_se,random,1,0,success,,1489,1489
718,cremad__resnet_se__random__s1__f001,cremad,resnet_se,random,1,1,success,,1489,1489
719,cremad__resnet_se__random__s1__f002,cremad,resnet_se,random,1,2,success,,1488,1488
720,cremad__resnet_se__random__s1__f003,cremad,resnet_se,random,1,3,success,,1488,1488
721,cremad__resnet_se__random__s1__f004,cremad,resnet_se,random,1,4,success,,1488,1488
722,cremad__resnet_se__random__s2__f000,cremad,resnet_se,random,2,0,success,,1489,1489
723,cremad__resnet_se__random__s2__f001,cremad,resnet_se,random,2,1,success,,1489,1489
724,cremad__resnet_se__random__s2__f002,cremad,resnet_se,random,2,2,success,,1488,1488
725,cremad__resnet_se__random__s2__f003,cremad,resnet_se,random,2,3,success,,1488,1488
726,cremad__resnet_se__random__s2__f004,cremad,resnet_se,random,2,4,success,,1488,1488
727,cremad__resnet_se__groupkfold__s0__f000,cremad,resnet_se,groupkfold,0,0,success,,1476,1476
728,cremad__resnet_se__groupkfold__s0__f001,cremad,resnet_se,groupkfold,0,1,success,,1475,1475
729,cremad__resnet_se__groupkfold__s0__f002,cremad,resnet_se,groupkfold,0,2,success,,1475,1475
730,cremad__resnet_se__groupkfold__s0__f003,cremad,resnet_se,groupkfold,0,3,success,,1546,1546
731,cremad__resnet_se__groupkfold__s0__f004,cremad,resnet_se,groupkfold,0,4,success,,1470,1470
732,cremad__resnet_se__groupkfold__s1__f000,cremad,resnet_se,groupkfold,1,0,success,,1476,1476
733,cremad__resnet_se__groupkfold__s1__f001,cremad,resnet_se,groupkfold,1,1,success,,1475,1475
734,cremad__resnet_se__groupkfold__s1__f002,cremad,resnet_se,groupkfold,1,2,success,,1475,1475
735,cremad__resnet_se__groupkfold__s1__f003,cremad,resnet_se,groupkfold,1,3,success,,1546,1546
736,cremad__resnet_se__groupkfold__s1__f004,cremad,resnet_se,groupkfold,1,4,success,,1470,1470
737,cremad__resnet_se__groupkfold__s2__f000,cremad,resnet_se,groupkfold,2,0,success,,1476,1476
738,cremad__resnet_se__groupkfold__s2__f001,cremad,resnet_se,groupkfold,2,1,success,,1475,1475
739,cremad__resnet_se__groupkfold__s2__f002,cremad,resnet_se,groupkfold,2,2,success,,1475,1475
740,cremad__resnet_se__groupkfold__s2__f003,cremad,resnet_se,groupkfold,2,3,success,,1546,1546
741,cremad__resnet_se__groupkfold__s2__f004,cremad,resnet_se,groupkfold,2,4,success,,1470,1470
742,cremad__resnet_se__loso__s0__f000,cremad,resnet_se,loso,0,0,success,,82,82
743,cremad__resnet_se__loso__s0__f001,cremad,resnet_se,loso,0,1,success,,81,81
744,cremad__resnet_se__loso__s0__f002,cremad,resnet_se,loso,0,2,success,,82,82
745,cremad__resnet_se__loso__s0__f003,cremad,resnet_se,loso,0,3,success,,82,82
746,cremad__resnet_se__loso__s0__f004,cremad,resnet_se,loso,0,4,success,,82,82
747,cremad__resnet_se__loso__s0__f005,cremad,resnet_se,loso,0,5,success,,82,82
748,cremad__resnet_se__loso__s0__f006,cremad,resnet_se,loso,0,6,success,,82,82
749,cremad__resnet_se__loso__s0__f007,cremad,resnet_se,loso,0,7,success,,76,76
750,cremad__resnet_se__loso__s0__f008,cremad,resnet_se,loso,0,8,success,,76,76
751,cremad__resnet_se__loso__s0__f009,cremad,resnet_se,loso,0,9,success,,82,82
752,cremad__resnet_se__loso__s0__f010,cremad,resnet_se,loso,0,10,success,,82,82
753,cremad__resnet_se__loso__s0__f011,cremad,resnet_se,loso,0,11,success,,82,82
754,cremad__resnet_se__loso__s0__f012,cremad,resnet_se,loso,0,12,success,,82,82
755,cremad__resnet_se__loso__s0__f013,cremad,resnet_se,loso,0,13,success,,82,82
756,cremad__resnet_se__loso__s0__f014,cremad,resnet_se,loso,0,14,success,,82,82
757,cremad__resnet_se__loso__s0__f015,cremad,resnet_se,loso,0,15,success,,82,82
758,cremad__resnet_se__loso__s0__f016,cremad,resnet_se,loso,0,16,success,,82,82
759,cremad__resnet_se__loso__s0__f017,cremad,resnet_se,loso,0,17,success,,82,82
760,cremad__resnet_se__loso__s0__f018,cremad,resnet_se,loso,0,18,success,,76,76
761,cremad__resnet_se__loso__s0__f019,cremad,resnet_se,loso,0,19,success,,82,82
762,cremad__resnet_se__loso__s0__f020,cremad,resnet_se,loso,0,20,success,,82,82
763,cremad__resnet_se__loso__s0__f021,cremad,resnet_se,loso,0,21,success,,82,82
764,cremad__resnet_se__loso__s0__f022,cremad,resnet_se,loso,0,22,success,,82,82
765,cremad__resnet_se__loso__s0__f023,cremad,resnet_se,loso,0,23,success,,82,82
766,cremad__resnet_se__loso__s0__f024,cremad,resnet_se,loso,0,24,success,,82,82
767,cremad__resnet_se__loso__s0__f025,cremad,resnet_se,loso,0,25,success,,82,82
768,cremad__resnet_se__loso__s0__f026,cremad,resnet_se,loso,0,26,success,,82,82
769,cremad__resnet_se__loso__s0__f027,cremad,resnet_se,loso,0,27,success,,82,82
770,cremad__resnet_se__loso__s0__f028,cremad,resnet_se,loso,0,28,success,,82,82
771,cremad__resnet_se__loso__s0__f029,cremad,resnet_se,loso,0,29,success,,82,82
772,cremad__resnet_se__loso__s0__f030,cremad,resnet_se,loso,0,30,success,,82,82
773,cremad__resnet_se__loso__s0__f031,cremad,resnet_se,loso,0,31,success,,82,82
774,cremad__resnet_se__loso__s0__f032,cremad,resnet_se,loso,0,32,success,,82,82
775,cremad__resnet_se__loso__s0__f033,cremad,resnet_se,loso,0,33,success,,82,82
776,cremad__resnet_se__loso__s0__f034,cremad,resnet_se,loso,0,34,success,,82,82
777,cremad__resnet_se__loso__s0__f035,cremad,resnet_se,loso,0,35,success,,82,82
778,cremad__resnet_se__loso__s0__f036,cremad,resnet_se,loso,0,36,success,,82,82
779,cremad__resnet_se__loso__s0__f037,cremad,resnet_se,loso,0,37,success,,82,82
780,cremad__resnet_se__loso__s0__f038,cremad,resnet_se,loso,0,38,success,,82,82
781,cremad__resnet_se__loso__s0__f039,cremad,resnet_se,loso,0,39,success,,82,82
782,cremad__resnet_se__loso__s0__f040,cremad,resnet_se,loso,0,40,success,,82,82
783,cremad__resnet_se__loso__s0__f041,cremad,resnet_se,loso,0,41,success,,82,82
784,cremad__resnet_se__loso__s0__f042,cremad,resnet_se,loso,0,42,success,,82,82
785,cremad__resnet_se__loso__s0__f043,cremad,resnet_se,loso,0,43,success,,82,82
786,cremad__resnet_se__loso__s0__f044,cremad,resnet_se,loso,0,44,success,,82,82
787,cremad__resnet_se__loso__s0__f045,cremad,resnet_se,loso,0,45,success,,82,82
788,cremad__resnet_se__loso__s0__f046,cremad,resnet_se,loso,0,46,success,,82,82
789,cremad__resnet_se__loso__s0__f047,cremad,resnet_se,loso,0,47,success,,82,82
790,cremad__resnet_se__loso__s0__f048,cremad,resnet_se,loso,0,48,success,,82,82
791,cremad__resnet_se__loso__s0__f049,cremad,resnet_se,loso,0,49,success,,82,82
792,cremad__resnet_se__loso__s0__f050,cremad,resnet_se,loso,0,50,success,,82,82
793,cremad__resnet_se__loso__s0__f051,cremad,resnet_se,loso,0,51,success,,82,82
794,cremad__resnet_se__loso__s0__f052,cremad,resnet_se,loso,0,52,success,,82,82
795,cremad__resnet_se__loso__s0__f053,cremad,resnet_se,loso,0,53,success,,82,82
796,cremad__resnet_se__loso__s0__f054,cremad,resnet_se,loso,0,54,success,,82,82
797,cremad__resnet_se__loso__s0__f055,cremad,resnet_se,loso,0,55,success,,82,82
798,cremad__resnet_se__loso__s0__f056,cremad,resnet_se,loso,0,56,success,,82,82
799,cremad__resnet_se__loso__s0__f057,cremad,resnet_se,loso,0,57,success,,82,82
800,cremad__resnet_se__loso__s0__f058,cremad,resnet_se,loso,0,58,success,,82,82
801,cremad__resnet_se__loso__s0__f059,cremad,resnet_se,loso,0,59,success,,82,82
802,cremad__resnet_se__loso__s0__f060,cremad,resnet_se,loso,0,60,success,,82,82
803,cremad__resnet_se__loso__s0__f061,cremad,resnet_se,loso,0,61,success,,82,82
804,cremad__resnet_se__loso__s0__f062,cremad,resnet_se,loso,0,62,success,,82,82
805,cremad__resnet_se__loso__s0__f063,cremad,resnet_se,loso,0,63,success,,82,82
806,cremad__resnet_se__loso__s0__f064,cremad,resnet_se,loso,0,64,success,,82,82
807,cremad__resnet_se__loso__s0__f065,cremad,resnet_se,loso,0,65,success,,82,82
808,cremad__resnet_se__loso__s0__f066,cremad,resnet_se,loso,0,66,success,,82,82
809,cremad__resnet_se__loso__s0__f067,cremad,resnet_se,loso,0,67,success,,82,82
810,cremad__resnet_se__loso__s0__f068,cremad,resnet_se,loso,0,68,success,,82,82
811,cremad__resnet_se__loso__s0__f069,cremad,resnet_se,loso,0,69,success,,82,82
812,cremad__resnet_se__loso__s0__f070,cremad,resnet_se,loso,0,70,success,,82,82
813,cremad__resnet_se__loso__s0__f071,cremad,resnet_se,loso,0,71,success,,82,82
814,cremad__resnet_se__loso__s0__f072,cremad,resnet_se,loso,0,72,success,,82,82
815,cremad__resnet_se__loso__s0__f073,cremad,resnet_se,loso,0,73,success,,82,82
816,cremad__resnet_se__loso__s0__f074,cremad,resnet_se,loso,0,74,success,,82,82
817,cremad__resnet_se__loso__s0__f075,cremad,resnet_se,loso,0,75,success,,81,81
818,cremad__resnet_se__loso__s0__f076,cremad,resnet_se,loso,0,76,success,,82,82
819,cremad__resnet_se__loso__s0__f077,cremad,resnet_se,loso,0,77,success,,82,82
820,cremad__resnet_se__loso__s0__f078,cremad,resnet_se,loso,0,78,success,,82,82
821,cremad__resnet_se__loso__s0__f079,cremad,resnet_se,loso,0,79,success,,82,82
822,cremad__resnet_se__loso__s0__f080,cremad,resnet_se,loso,0,80,success,,82,82
823,cremad__resnet_se__loso__s0__f081,cremad,resnet_se,loso,0,81,success,,82,82
824,cremad__resnet_se__loso__s0__f082,cremad,resnet_se,loso,0,82,success,,82,82
825,cremad__resnet_se__loso__s0__f083,cremad,resnet_se,loso,0,83,success,,82,82
826,cremad__resnet_se__loso__s0__f084,cremad,resnet_se,loso,0,84,success,,82,82
827,cremad__resnet_se__loso__s0__f085,cremad,resnet_se,loso,0,85,success,,82,82
828,cremad__resnet_se__loso__s0__f086,cremad,resnet_se,loso,0,86,success,,82,82
829,cremad__resnet_se__loso__s0__f087,cremad,resnet_se,loso,0,87,success,,82,82
830,cremad__resnet_se__loso__s0__f088,cremad,resnet_se,loso,0,88,success,,82,82
831,cremad__resnet_se__loso__s0__f089,cremad,resnet_se,loso,0,89,success,,82,82
832,cremad__resnet_se__loso__s0__f090,cremad,resnet_se,loso,0,90,success,,82,82
833,cremad__resnet_se__loso__s1__f000,cremad,resnet_se,loso,1,0,success,,82,82
834,cremad__resnet_se__loso__s1__f001,cremad,resnet_se,loso,1,1,success,,81,81
835,cremad__resnet_se__loso__s1__f002,cremad,resnet_se,loso,1,2,success,,82,82
836,cremad__resnet_se__loso__s1__f003,cremad,resnet_se,loso,1,3,success,,82,82
837,cremad__resnet_se__loso__s1__f004,cremad,resnet_se,loso,1,4,success,,82,82
838,cremad__resnet_se__loso__s1__f005,cremad,resnet_se,loso,1,5,success,,82,82
839,cremad__resnet_se__loso__s1__f006,cremad,resnet_se,loso,1,6,success,,82,82
840,cremad__resnet_se__loso__s1__f007,cremad,resnet_se,loso,1,7,success,,76,76
841,cremad__resnet_se__loso__s1__f008,cremad,resnet_se,loso,1,8,success,,76,76
842,cremad__resnet_se__loso__s1__f009,cremad,resnet_se,loso,1,9,success,,82,82
843,cremad__resnet_se__loso__s1__f010,cremad,resnet_se,loso,1,10,success,,82,82
844,cremad__resnet_se__loso__s1__f011,cremad,resnet_se,loso,1,11,success,,82,82
845,cremad__resnet_se__loso__s1__f012,cremad,resnet_se,loso,1,12,success,,82,82
846,cremad__resnet_se__loso__s1__f013,cremad,resnet_se,loso,1,13,success,,82,82
847,cremad__resnet_se__loso__s1__f014,cremad,resnet_se,loso,1,14,success,,82,82
848,cremad__resnet_se__loso__s1__f015,cremad,resnet_se,loso,1,15,success,,82,82
849,cremad__resnet_se__loso__s1__f016,cremad,resnet_se,loso,1,16,success,,82,82
850,cremad__resnet_se__loso__s1__f017,cremad,resnet_se,loso,1,17,success,,82,82
851,cremad__resnet_se__loso__s1__f018,cremad,resnet_se,loso,1,18,success,,76,76
852,cremad__resnet_se__loso__s1__f019,cremad,resnet_se,loso,1,19,success,,82,82
853,cremad__resnet_se__loso__s1__f020,cremad,resnet_se,loso,1,20,success,,82,82
854,cremad__resnet_se__loso__s1__f021,cremad,resnet_se,loso,1,21,success,,82,82
855,cremad__resnet_se__loso__s1__f022,cremad,resnet_se,loso,1,22,success,,82,82
856,cremad__resnet_se__loso__s1__f023,cremad,resnet_se,loso,1,23,success,,82,82
857,cremad__resnet_se__loso__s1__f024,cremad,resnet_se,loso,1,24,success,,82,82
858,cremad__resnet_se__loso__s1__f025,cremad,resnet_se,loso,1,25,success,,82,82
859,cremad__resnet_se__loso__s1__f026,cremad,resnet_se,loso,1,26,success,,82,82
860,cremad__resnet_se__loso__s1__f027,cremad,resnet_se,loso,1,27,success,,82,82
861,cremad__resnet_se__loso__s1__f028,cremad,resnet_se,loso,1,28,success,,82,82
862,cremad__resnet_se__loso__s1__f029,cremad,resnet_se,loso,1,29,success,,82,82
863,cremad__resnet_se__loso__s1__f030,cremad,resnet_se,loso,1,30,success,,82,82
864,cremad__resnet_se__loso__s1__f031,cremad,resnet_se,loso,1,31,success,,82,82
865,cremad__resnet_se__loso__s1__f032,cremad,resnet_se,loso,1,32,success,,82,82
866,cremad__resnet_se__loso__s1__f033,cremad,resnet_se,loso,1,33,success,,82,82
867,cremad__resnet_se__loso__s1__f034,cremad,resnet_se,loso,1,34,success,,82,82
868,cremad__resnet_se__loso__s1__f035,cremad,resnet_se,loso,1,35,success,,82,82
869,cremad__resnet_se__loso__s1__f036,cremad,resnet_se,loso,1,36,success,,82,82
870,cremad__resnet_se__loso__s1__f037,cremad,resnet_se,loso,1,37,success,,82,82
871,cremad__resnet_se__loso__s1__f038,cremad,resnet_se,loso,1,38,success,,82,82
872,cremad__resnet_se__loso__s1__f039,cremad,resnet_se,loso,1,39,success,,82,82
873,cremad__resnet_se__loso__s1__f040,cremad,resnet_se,loso,1,40,success,,82,82
874,cremad__resnet_se__loso__s1__f041,cremad,resnet_se,loso,1,41,success,,82,82
875,cremad__resnet_se__loso__s1__f042,cremad,resnet_se,loso,1,42,success,,82,82
876,cremad__resnet_se__loso__s1__f043,cremad,resnet_se,loso,1,43,success,,82,82
877,cremad__resnet_se__loso__s1__f044,cremad,resnet_se,loso,1,44,success,,82,82
878,cremad__resnet_se__loso__s1__f045,cremad,resnet_se,loso,1,45,success,,82,82
879,cremad__resnet_se__loso__s1__f046,cremad,resnet_se,loso,1,46,success,,82,82
880,cremad__resnet_se__loso__s1__f047,cremad,resnet_se,loso,1,47,success,,82,82
881,cremad__resnet_se__loso__s1__f048,cremad,resnet_se,loso,1,48,success,,82,82
882,cremad__resnet_se__loso__s1__f049,cremad,resnet_se,loso,1,49,success,,82,82
883,cremad__resnet_se__loso__s1__f050,cremad,resnet_se,loso,1,50,success,,82,82
884,cremad__resnet_se__loso__s1__f051,cremad,resnet_se,loso,1,51,success,,82,82
885,cremad__resnet_se__loso__s1__f052,cremad,resnet_se,loso,1,52,success,,82,82
886,cremad__resnet_se__loso__s1__f053,cremad,resnet_se,loso,1,53,success,,82,82
887,cremad__resnet_se__loso__s1__f054,cremad,resnet_se,loso,1,54,success,,82,82
888,cremad__resnet_se__loso__s1__f055,cremad,resnet_se,loso,1,55,success,,82,82
889,cremad__resnet_se__loso__s1__f056,cremad,resnet_se,loso,1,56,success,,82,82
890,cremad__resnet_se__loso__s1__f057,cremad,resnet_se,loso,1,57,success,,82,82
891,cremad__resnet_se__loso__s1__f058,cremad,resnet_se,loso,1,58,success,,82,82
892,cremad__resnet_se__loso__s1__f059,cremad,resnet_se,loso,1,59,success,,82,82
893,cremad__resnet_se__loso__s1__f060,cremad,resnet_se,loso,1,60,success,,82,82
894,cremad__resnet_se__loso__s1__f061,cremad,resnet_se,loso,1,61,success,,82,82
895,cremad__resnet_se__loso__s1__f062,cremad,resnet_se,loso,1,62,success,,82,82
896,cremad__resnet_se__loso__s1__f063,cremad,resnet_se,loso,1,63,success,,82,82
897,cremad__resnet_se__loso__s1__f064,cremad,resnet_se,loso,1,64,success,,82,82
898,cremad__resnet_se__loso__s1__f065,cremad,resnet_se,loso,1,65,success,,82,82
899,cremad__resnet_se__loso__s1__f066,cremad,resnet_se,loso,1,66,success,,82,82
900,cremad__resnet_se__loso__s1__f067,cremad,resnet_se,loso,1,67,success,,82,82
901,cremad__resnet_se__loso__s1__f068,cremad,resnet_se,loso,1,68,success,,82,82
902,cremad__resnet_se__loso__s1__f069,cremad,resnet_se,loso,1,69,success,,82,82
903,cremad__resnet_se__loso__s1__f070,cremad,resnet_se,loso,1,70,success,,82,82
904,cremad__resnet_se__loso__s1__f071,cremad,resnet_se,loso,1,71,success,,82,82
905,cremad__resnet_se__loso__s1__f072,cremad,resnet_se,loso,1,72,success,,82,82
906,cremad__resnet_se__loso__s1__f073,cremad,resnet_se,loso,1,73,success,,82,82
907,cremad__resnet_se__loso__s1__f074,cremad,resnet_se,loso,1,74,success,,82,82
908,cremad__resnet_se__loso__s1__f075,cremad,resnet_se,loso,1,75,success,,81,81
909,cremad__resnet_se__loso__s1__f076,cremad,resnet_se,loso,1,76,success,,82,82
910,cremad__resnet_se__loso__s1__f077,cremad,resnet_se,loso,1,77,success,,82,82
911,cremad__resnet_se__loso__s1__f078,cremad,resnet_se,loso,1,78,success,,82,82
912,cremad__resnet_se__loso__s1__f079,cremad,resnet_se,loso,1,79,success,,82,82
913,cremad__resnet_se__loso__s1__f080,cremad,resnet_se,loso,1,80,success,,82,82
914,cremad__resnet_se__loso__s1__f081,cremad,resnet_se,loso,1,81,success,,82,82
915,cremad__resnet_se__loso__s1__f082,cremad,resnet_se,loso,1,82,success,,82,82
916,cremad__resnet_se__loso__s1__f083,cremad,resnet_se,loso,1,83,success,,82,82
917,cremad__resnet_se__loso__s1__f084,cremad,resnet_se,loso,1,84,success,,82,82
918,cremad__resnet_se__loso__s1__f085,cremad,resnet_se,loso,1,85,success,,82,82
919,cremad__resnet_se__loso__s1__f086,cremad,resnet_se,loso,1,86,success,,82,82
920,cremad__resnet_se__loso__s1__f087,cremad,resnet_se,loso,1,87,success,,82,82
921,cremad__resnet_se__loso__s1__f088,cremad,resnet_se,loso,1,88,success,,82,82
922,cremad__resnet_se__loso__s1__f089,cremad,resnet_se,loso,1,89,success,,82,82
923,cremad__resnet_se__loso__s1__f090,cremad,resnet_se,loso,1,90,success,,82,82
924,cremad__resnet_se__loso__s2__f000,cremad,resnet_se,loso,2,0,success,,82,82
925,cremad__resnet_se__loso__s2__f001,cremad,resnet_se,loso,2,1,success,,81,81
926,cremad__resnet_se__loso__s2__f002,cremad,resnet_se,loso,2,2,success,,82,82
927,cremad__resnet_se__loso__s2__f003,cremad,resnet_se,loso,2,3,success,,82,82
928,cremad__resnet_se__loso__s2__f004,cremad,resnet_se,loso,2,4,success,,82,82
929,cremad__resnet_se__loso__s2__f005,cremad,resnet_se,loso,2,5,success,,82,82
930,cremad__resnet_se__loso__s2__f006,cremad,resnet_se,loso,2,6,success,,82,82
931,cremad__resnet_se__loso__s2__f007,cremad,resnet_se,loso,2,7,success,,76,76
932,cremad__resnet_se__loso__s2__f008,cremad,resnet_se,loso,2,8,success,,76,76
933,cremad__resnet_se__loso__s2__f009,cremad,resnet_se,loso,2,9,success,,82,82
934,cremad__resnet_se__loso__s2__f010,cremad,resnet_se,loso,2,10,success,,82,82
935,cremad__resnet_se__loso__s2__f011,cremad,resnet_se,loso,2,11,success,,82,82
936,cremad__resnet_se__loso__s2__f012,cremad,resnet_se,loso,2,12,success,,82,82
937,cremad__resnet_se__loso__s2__f013,cremad,resnet_se,loso,2,13,success,,82,82
938,cremad__resnet_se__loso__s2__f014,cremad,resnet_se,loso,2,14,success,,82,82
939,cremad__resnet_se__loso__s2__f015,cremad,resnet_se,loso,2,15,success,,82,82
940,cremad__resnet_se__loso__s2__f016,cremad,resnet_se,loso,2,16,success,,82,82
941,cremad__resnet_se__loso__s2__f017,cremad,resnet_se,loso,2,17,success,,82,82
942,cremad__resnet_se__loso__s2__f018,cremad,resnet_se,loso,2,18,success,,76,76
943,cremad__resnet_se__loso__s2__f019,cremad,resnet_se,loso,2,19,success,,82,82
944,cremad__resnet_se__loso__s2__f020,cremad,resnet_se,loso,2,20,success,,82,82
945,cremad__resnet_se__loso__s2__f021,cremad,resnet_se,loso,2,21,success,,82,82
946,cremad__resnet_se__loso__s2__f022,cremad,resnet_se,loso,2,22,success,,82,82
947,cremad__resnet_se__loso__s2__f023,cremad,resnet_se,loso,2,23,success,,82,82
948,cremad__resnet_se__loso__s2__f024,cremad,resnet_se,loso,2,24,success,,82,82
949,cremad__resnet_se__loso__s2__f025,cremad,resnet_se,loso,2,25,success,,82,82
950,cremad__resnet_se__loso__s2__f026,cremad,resnet_se,loso,2,26,success,,82,82
951,cremad__resnet_se__loso__s2__f027,cremad,resnet_se,loso,2,27,success,,82,82
952,cremad__resnet_se__loso__s2__f028,cremad,resnet_se,loso,2,28,success,,82,82
953,cremad__resnet_se__loso__s2__f029,cremad,resnet_se,loso,2,29,success,,82,82
954,cremad__resnet_se__loso__s2__f030,cremad,resnet_se,loso,2,30,success,,82,82
955,cremad__resnet_se__loso__s2__f031,cremad,resnet_se,loso,2,31,success,,82,82
