corpus,model,contrast,protocol_a,protocol_b,speaker_id,status,reason,n_required_seeds_per_protocol,uar_difference,accuracy_difference,macro_f1_difference
ravdess,resnet_se,GL,groupkfold,loso,18,complete,,3,-0.0625,-0.05555555555555558,-0.08770683513854971
ravdess,resnet_se,GL,groupkfold,loso,19,complete,,3,0.0625,0.044444444444444509,0.054513060223031262
ravdess,resnet_se,GL,groupkfold,loso,20,complete,,3,-0.17187500000000006,-0.16111111111111115,-0.17281738455802936
ravdess,resnet_se,GL,groupkfold,loso,21,complete,,3,-0.046875,-0.044444444444444453,-0.0632427558368307
ravdess,resnet_se,GL,groupkfold,loso,22,complete,,3,-0.0052083333333333148,0.011111111111111072,-0.022896332433422428
ravdess,resnet_se,GL,groupkfold,loso,23,complete,,3,-0.0052083333333333703,0.0055555555555555913,0.0015241453354198353
ravdess,resnet_se,GL,groupkfold,loso,24,complete,,3,-0.0625,-0.033333333333333326,-0.040074935123057376
ravdess,transformer,RG,random,groupkfold,01,complete,,3,0.083333333333333315,0.072222222222222132,0.092513921108281161
ravdess,transformer,RG,random,groupkfold,02,complete,,3,0.31250000000000006,0.32777777777777778,0.34981011205856405
ravdess,transformer,RG,random,groupkfold,03,complete,,3,0.15104166666666663,0.15000000000000002,0.19263269909103248
ravdess,transformer,RG,random,groupkfold,04,complete,,3,0.27083333333333331,0.25555555555555559,0.29961086693091343
ravdess,transformer,RG,random,groupkfold,05,complete,,3,0.067708333333333315,0.077777777777777835,0.097548061180587953
ravdess,transformer,RG,random,groupkfold,06,complete,,3,0.11458333333333331,0.08333333333333337,0.14785002965653538
ravdess,transformer,RG,random,groupkfold,07,complete,,3,0.109375,0.11111111111111122,0.12650221438921128
ravdess,transformer,RG,random,groupkfold,08,complete,,3,0.25,0.26111111111111118,0.26828735625304245
ravdess,transformer,RG,random,groupkfold,09,complete,,3,0.16145833333333337,0.16666666666666669,0.23480269069131568
ravdess,transformer,RG,random,groupkfold,10,complete,,3,0.078124999999999944,0.072222222222222243,0.1000573886405593
ravdess,transformer,RG,random,groupkfold,11,complete,,3,0.11458333333333331,0.12222222222222212,0.13392043538303139
ravdess,transformer,RG,random,groupkfold,12,complete,,3,0.21354166666666669,0.21666666666666673,0.24244329244413382
ravdess,transformer,RG,random,groupkfold,13,complete,,3,0.057291666666666685,0.061111111111111116,0.066346261773304493
ravdess,transformer,RG,random,groupkfold,14,complete,,3,0,0.011111111111111072,-0.003270722267401549
ravdess,transformer,RG,random,groupkfold,15,complete,,3,0.046875,0.049999999999999933,0.056060395143212427
ravdess,transformer,RG,random,groupkfold,16,complete,,3,0.25520833333333331,0.26111111111111102,0.26718723628296898
ravdess,transformer,RG,random,groupkfold,17,complete,,3,0.20312499999999994,0.22222222222222221,0.21648503154243609
ravdess,transformer,RG,random,groupkfold,18,complete,,3,0.19270833333333337,0.17777777777777776,0.20884450008482525
ravdess,transformer,RG,random,groupkfold,19,complete,,3,0.078125,0.055555555555555636,0.088699755880315145
ravdess,transformer,RG,random,groupkfold,20,complete,,3,0.20312500000000006,0.21111111111111097,0.21227334219295763
ravdess,transformer,RG,random,groupkfold,21,complete,,3,0.21354166666666669,0.22222222222222221,0.24648358415544674
ravdess,transformer,RG,random,groupkfold,22,complete,,3,0.25520833333333337,0.23888888888888887,0.26299520936388848
ravdess,transformer,RG,random,groupkfold,23,complete,,3,0.41145833333333326,0.39999999999999991,0.37419463330357283
ravdess,transformer,RG,random,groupkfold,24,complete,,3,0.078125,0.044444444444444398,0.050232638806555152
ravdess,transformer,RL,random,loso,01,complete,,3,0.09375,0.099999999999999922,0.11778209394913824
ravdess,transformer,RL,random,loso,02,complete,,3,0.296875,0.31111111111111101,0.31164258213406815
ravdess,transformer,RL,random,loso,03,complete,,3,0.10416666666666663,0.12222222222222234,0.15742914511677197
ravdess,transformer,RL,random,loso,04,complete,,3,0.18229166666666663,0.16111111111111109,0.21306302080171052
ravdess,transformer,RL,random,loso,05,complete,,3,0.140625,0.13888888888888895,0.15380849072477043
ravdess,transformer,RL,random,loso,06,complete,,3,0.02604166666666663,0.022222222222222365,0.034638510419823465
ravdess,transformer,RL,random,loso,07,complete,,3,-0.01041666666666663,-0.016666666666666607,0.0042713313337724435
ravdess,transformer,RL,random,loso,08,complete,,3,0.11458333333333326,0.12777777777777777,0.12312188979178129
ravdess,transformer,RL,random,loso,09,complete,,3,0.22395833333333334,0.22222222222222224,0.28017553543916041
ravdess,transformer,RL,random,loso,10,complete,,3,0.052083333333333315,0.049999999999999989,0.072363839362678373
ravdess,transformer,RL,random,loso,11,complete,,3,0.02604166666666663,0.049999999999999933,0.045676462895665904
ravdess,transformer,RL,random,loso,12,complete,,3,0.16666666666666669,0.15000000000000008,0.16835005548922288
ravdess,transformer,RL,random,loso,13,complete,,3,0.13541666666666669,0.13888888888888895,0.15338010602253768
ravdess,transformer,RL,random,loso,14,complete,,3,0.093750000000000056,0.077777777777777779,0.10215880074281269
ravdess,transformer,RL,random,loso,15,complete,,3,0.041666666666666685,0.03333333333333327,0.032370196023446762
ravdess,transformer,RL,random,loso,16,complete,,3,0.29166666666666669,0.2888888888888887,0.30855697275025168
ravdess,transformer,RL,random,loso,17,complete,,3,0.12499999999999994,0.12777777777777771,0.12589692635198135
ravdess,transformer,RL,random,loso,18,complete,,3,0.23437500000000006,0.21111111111111114,0.26947291628793185
ravdess,transformer,RL,random,loso,19,complete,,3,0.088541666666666685,0.10555555555555557,0.12161818435428434
ravdess,transformer,RL,random,loso,20,complete,,3,0.16666666666666669,0.17222222222222211,0.17916197252665833
ravdess,transformer,RL,random,loso,21,complete,,3,0.17708333333333331,0.17777777777777776,0.21530944241234989
ravdess,transformer,RL,random,loso,22,complete,,3,0.24479166666666669,0.24444444444444441,0.26533354776840334
ravdess,transformer,RL,random,loso,23,complete,,3,0.359375,0.34444444444444433,0.36362123171940786
ravdess,transformer,RL,random,loso,24,complete,,3,0.18229166666666669,0.16111111111111104,0.17659173708128822
ravdess,transformer,GL,groupkfold,loso,01,complete,,3,0.010416666666666685,0.02777777777777779,0.025268172840857084
ravdess,transformer,GL,groupkfold,loso,02,complete,,3,-0.015625000000000056,-0.016666666666666774,-0.038167529924495902
ravdess,transformer,GL,groupkfold,loso,03,complete,,3,-0.046875,-0.027777777777777679,-0.035203553974260504
ravdess,transformer,GL,groupkfold,loso,04,complete,,3,-0.088541666666666685,-0.094444444444444497,-0.086547846129202882
ravdess,transformer,GL,groupkfold,loso,05,complete,,3,0.072916666666666685,0.061111111111111116,0.056260429544182478
ravdess,transformer,GL,groupkfold,loso,06,complete,,3,-0.088541666666666685,-0.061111111111111005,-0.11321151923671191
ravdess,transformer,GL,groupkfold,loso,07,complete,,3,-0.11979166666666663,-0.12777777777777782,-0.12223088305543883
ravdess,transformer,GL,groupkfold,loso,08,complete,,3,-0.13541666666666674,-0.13333333333333341,-0.14516546646126116
ravdess,transformer,GL,groupkfold,loso,09,complete,,3,0.062499999999999972,0.055555555555555552,0.045372844747844754
ravdess,transformer,GL,groupkfold,loso,10,complete,,3,-0.02604166666666663,-0.022222222222222254,-0.027693549277880924
ravdess,transformer,GL,groupkfold,loso,11,complete,,3,-0.088541666666666685,-0.072222222222222188,-0.088243972487365485
ravdess,transformer,GL,groupkfold,loso,12,complete,,3,-0.046875,-0.066666666666666652,-0.074093236954910935
ravdess,transformer,GL,groupkfold,loso,13,complete,,3,0.078125,0.077777777777777835,0.087033844249233189
ravdess,transformer,GL,groupkfold,loso,14,complete,,3,0.093750000000000056,0.066666666666666707,0.10542952301021424
ravdess,transformer,GL,groupkfold,loso,15,complete,,3,-0.0052083333333333148,-0.016666666666666663,-0.023690199119765665
ravdess,transformer,GL,groupkfold,loso,16,complete,,3,0.03645833333333337,0.027777777777777679,0.041369736467282703
ravdess,transformer,GL,groupkfold,loso,17,complete,,3,-0.078125,-0.094444444444444497,-0.090588105190454737
ravdess,transformer,GL,groupkfold,loso,18,complete,,3,0.041666666666666685,0.033333333333333381,0.060628416203106605
ravdess,transformer,GL,groupkfold,loso,19,complete,,3,0.010416666666666685,0.049999999999999933,0.032918428473969197
ravdess,transformer,GL,groupkfold,loso,20,complete,,3,-0.03645833333333337,-0.038888888888888862,-0.033111369666299295
ravdess,transformer,GL,groupkfold,loso,21,complete,,3,-0.03645833333333337,-0.044444444444444453,-0.03117414174309685
ravdess,transformer,GL,groupkfold,loso,22,complete,,3,-0.010416666666666685,0.0055555555555555358,0.0023383384045148614
ravdess,transformer,GL,groupkfold,loso,23,complete,,3,-0.052083333333333315,-0.055555555555555552,-0.010573401584165032
ravdess,transformer,GL,groupkfold,loso,24,complete,,3,0.10416666666666669,0.11666666666666664,0.12635909827473307
ravdess,fno,RG,random,groupkfold,01,complete,,3,0.072916666666666685,0.072222222222222243,0.1094546520425676
ravdess,fno,RG,random,groupkfold,02,complete,,3,0.25000000000000006,0.25555555555555559,0.29189418492260405
ravdess,fno,RG,random,groupkfold,03,complete,,3,0.125,0.12222222222222212,0.13019297309157979
ravdess,fno,RG,random,groupkfold,04,complete,,3,0.14583333333333331,0.12777777777777771,0.17746682186100343
ravdess,fno,RG,random,groupkfold,05,complete,,3,0.036458333333333315,0.044444444444444398,0.06654589311280984
ravdess,fno,RG,random,groupkfold,06,complete,,3,0.15104166666666669,0.12222222222222229,0.13651067646053511
ravdess,fno,RG,random,groupkfold,07,complete,,3,0.09375,0.088888888888888962,0.12099374575215316
ravdess,fno,RG,random,groupkfold,08,complete,,3,0.125,0.12222222222222201,0.14915152896371042
ravdess,fno,RG,random,groupkfold,09,complete,,3,0.125,0.12777777777777782,0.17634356312761884
ravdess,fno,RG,random,groupkfold,10,complete,,3,0.11458333333333337,0.12222222222222223,0.12487616020317255
ravdess,fno,RG,random,groupkfold,11,complete,,3,0.10416666666666663,0.1388888888888889,0.15651157766407131
ravdess,fno,RG,random,groupkfold,12,complete,,3,0.21874999999999994,0.21111111111111119,0.2366195322135724
ravdess,fno,RG,random,groupkfold,13,complete,,3,0.11458333333333331,0.1166666666666667,0.13438486680208311
ravdess,fno,RG,random,groupkfold,14,complete,,3,0.14583333333333331,0.12777777777777782,0.15070434754821954
ravdess,fno,RG,random,groupkfold,15,complete,,3,0.11458333333333331,0.12777777777777771,0.14654111724923752
ravdess,fno,RG,random,groupkfold,16,complete,,3,0.24479166666666669,0.23888888888888893,0.25995080520041813
ravdess,fno,RG,random,groupkfold,17,complete,,3,0.22916666666666669,0.23888888888888893,0.26252089572088338
ravdess,fno,RG,random,groupkfold,18,complete,,3,0.109375,0.1166666666666667,0.15537097996743754
ravdess,fno,RG,random,groupkfold,19,complete,,3,0,0.0055555555555556468,0.021242692236404903
ravdess,fno,RG,random,groupkfold,20,complete,,3,0.15104166666666669,0.14999999999999997,0.1870523267582091
ravdess,fno,RG,random,groupkfold,21,complete,,3,0.23437499999999994,0.20555555555555566,0.26957021533063619
ravdess,fno,RG,random,groupkfold,22,complete,,3,0.16666666666666669,0.18333333333333329,0.2082692104494468
ravdess,fno,RG,random,groupkfold,23,complete,,3,0.40104166666666663,0.37222222222222223,0.43198102662342586
ravdess,fno,RG,random,groupkfold,24,complete,,3,0.21875000000000006,0.19999999999999996,0.22982968732775239
ravdess,fno,RL,random,loso,01,complete,,3,0.10416666666666669,0.083333333333333315,0.096667092152773249
ravdess,fno,RL,random,loso,02,complete,,3,0.1875,0.19999999999999996,0.2494330535448957
ravdess,fno,RL,random,loso,03,complete,,3,0.14583333333333331,0.14999999999999986,0.16528766405227635
ravdess,fno,RL,random,loso,04,complete,,3,0.18229166666666663,0.16111111111111115,0.1754107339252266
ravdess,fno,RL,random,loso,05,complete,,3,0,0.011111111111111072,0.032597398444921599
ravdess,fno,RL,random,loso,06,complete,,3,0.13541666666666669,0.11666666666666675,0.14894551434454179
ravdess,fno,RL,random,loso,07,complete,,3,0.015625,0.0055555555555556468,0.037432055150063426
ravdess,fno,RL,random,loso,08,complete,,3,0.20833333333333337,0.22777777777777758,0.23343746828934375
ravdess,fno,RL,random,loso,09,complete,,3,0.067708333333333315,0.08333333333333337,0.15993235613616302
ravdess,fno,RL,random,loso,10,complete,,3,0.171875,0.18333333333333335,0.20405661733061117
ravdess,fno,RL,random,loso,11,complete,,3,0.098958333333333315,0.12777777777777782,0.12354039608532147
ravdess,fno,RL,random,loso,12,complete,,3,0.083333333333333259,0.077777777777777835,0.10025934283867721
ravdess,fno,RL,random,loso,13,complete,,3,0.11979166666666663,0.10555555555555557,0.12357157556116025
ravdess,fno,RL,random,loso,14,complete,,3,0.15104166666666669,0.13333333333333336,0.13898447278991433
ravdess,fno,RL,random,loso,15,complete,,3,0.10416666666666669,0.12222222222222223,0.1364389201114366
ravdess,fno,RL,random,loso,16,complete,,3,0.15625,0.14444444444444438,0.16212617421660247
ravdess,fno,RL,random,loso,17,complete,,3,0.16145833333333331,0.14444444444444449,0.19265771866853781
ravdess,fno,RL,random,loso,18,complete,,3,0.109375,0.11111111111111116,0.16401484227387636
ravdess,fno,RL,random,loso,19,complete,,3,0.0625,0.072222222222222299,0.10043804757413027
ravdess,fno,RL,random,loso,20,complete,,3,0.07291666666666663,0.077777777777777779,0.10706766265472029
ravdess,fno,RL,random,loso,21,complete,,3,0.19791666666666663,0.1833333333333334,0.26765035763598788
ravdess,fno,RL,random,loso,22,complete,,3,0.11458333333333337,0.11111111111111105,0.12276593223834864
ravdess,fno,RL,random,loso,23,complete,,3,0.38020833333333337,0.35000000000000009,0.40195208279237093
ravdess,fno,RL,random,loso,24,complete,,3,0.15625000000000006,0.1555555555555555,0.15839010761084055
ravdess,fno,GL,groupkfold,loso,01,complete,,3,0.03125,0.011111111111111072,-0.012787559889794353
ravdess,fno,GL,groupkfold,loso,02,complete,,3,-0.062500000000000056,-0.055555555555555636,-0.04246113137770835
ravdess,fno,GL,groupkfold,loso,03,complete,,3,0.020833333333333315,0.027777777777777735,0.035094690960696562
ravdess,fno,GL,groupkfold,loso,04,complete,,3,0.036458333333333315,0.033333333333333437,-0.0020560879357768291
ravdess,fno,GL,groupkfold,loso,05,complete,,3,-0.036458333333333315,-0.033333333333333326,-0.03394849466788824
ravdess,fno,GL,groupkfold,loso,06,complete,,3,-0.015625,-0.0055555555555555358,0.012434837884006678
ravdess,fno,GL,groupkfold,loso,07,complete,,3,-0.078125,-0.083333333333333315,-0.083561690602089733
ravdess,fno,GL,groupkfold,loso,08,complete,,3,0.08333333333333337,0.10555555555555557,0.08428593932563333
ravdess,fno,GL,groupkfold,loso,09,complete,,3,-0.057291666666666685,-0.044444444444444453,-0.016411206991455818
ravdess,fno,GL,groupkfold,loso,10,complete,,3,0.05729166666666663,0.061111111111111116,0.079180457127438625
ravdess,fno,GL,groupkfold,loso,11,complete,,3,-0.0052083333333333148,-0.011111111111111072,-0.032971181578749842
ravdess,fno,GL,groupkfold,loso,12,complete,,3,-0.13541666666666669,-0.13333333333333336,-0.13636018937489519
ravdess,fno,GL,groupkfold,loso,13,complete,,3,0.0052083333333333148,-0.011111111111111127,-0.010813291240922868
ravdess,fno,GL,groupkfold,loso,14,complete,,3,0.0052083333333333703,0.0055555555555555358,-0.011719874758305215
ravdess,fno,GL,groupkfold,loso,15,complete,,3,-0.01041666666666663,-0.0055555555555554803,-0.010102197137800917
ravdess,fno,GL,groupkfold,loso,16,complete,,3,-0.088541666666666685,-0.094444444444444553,-0.097824630983815664
ravdess,fno,GL,groupkfold,loso,17,complete,,3,-0.06770833333333337,-0.094444444444444442,-0.069863177052345571
ravdess,fno,GL,groupkfold,loso,18,complete,,3,0,-0.0055555555555555358,0.0086438623064388209
ravdess,fno,GL,groupkfold,loso,19,complete,,3,0.0625,0.066666666666666652,0.079195355337725371
ravdess,fno,GL,groupkfold,loso,20,complete,,3,-0.078125000000000056,-0.072222222222222188,-0.079984664103488812
ravdess,fno,GL,groupkfold,loso,21,complete,,3,-0.036458333333333315,-0.022222222222222254,-0.0019198576946483636
ravdess,fno,GL,groupkfold,loso,22,complete,,3,-0.052083333333333315,-0.072222222222222243,-0.085503278211098155
ravdess,fno,GL,groupkfold,loso,23,complete,,3,-0.020833333333333315,-0.022222222222222171,-0.030028943831054949
ravdess,fno,GL,groupkfold,loso,24,complete,,3,-0.0625,-0.044444444444444453,-0.071439579716911839
cremad,cnn,RG,random,groupkfold,1001,complete,,3,0.081349206349206282,0.077235772357723553,0.094850470649782082
cremad,cnn,RG,random,groupkfold,1002,complete,,3,0.058080808080808066,0.053497942386831421,0.062596752701366887
cremad,cnn,RG,random,groupkfold,1003,complete,,3,0.089947089947090109,0.085365853658536661,0.093117721477899318
cremad,cnn,RG,random,groupkfold,1004,complete,,3,0.082671957671957674,0.08536585365853655,0.092982360307242495
cremad,cnn,RG,random,groupkfold,1005,complete,,3,0.020502645502645467,0.016260162601626105,0.0019185301569843993
cremad,cnn,RG,random,groupkfold,1006,complete,,3,0.039021164021164068,0.04065040650406504,0.042254158824814425
cremad,cnn,RG,random,groupkfold,1007,complete,,3,0.085317460317460292,0.085365853658536717,0.086299222600780046
cremad,cnn,RG,random,groupkfold,1008,complete,,3,0.050505050505050442,0.052631578947368418,0.050984042950797726
cremad,cnn,RG,random,groupkfold,1009,complete,,3,0.0718725718725719,0.074561403508771829,0.072407187835198505
cremad,cnn,RG,random,groupkfold,1010,complete,,3,0.046957671957671865,0.048780487804877981,0.047610277860305694
cremad,cnn,RG,random,groupkfold,1011,complete,,3,0.039682539682539653,0.040650406504065151,0.046798158201356022
cremad,cnn,RG,random,groupkfold,1012,complete,,3,-0.0052910052910053462,-0.0040650406504064707,-0.0080203121530265653
cremad,cnn,RG,random,groupkfold,1013,complete,,3,-0.033068783068782914,-0.032520325203251987,-0.029099456335033747
cremad,cnn,RG,random,groupkfold,1014,complete,,3,-0.022486772486772444,-0.024390243902439046,-0.018247800184172602
cremad,cnn,RG,random,groupkfold,1015,complete,,3,0.0099206349206348854,0.0081300813008130524,0.0099059688754831177
cremad,cnn,RG,random,groupkfold,1016,complete,,3,0.033730158730158721,0.032520325203252098,0.030394002297754352
cremad,cnn,RG,random,groupkfold,1017,complete,,3,0.01388888888888884,0.016260162601625994,0.011682175238831805
cremad,cnn,RG,random,groupkfold,1018,complete,,3,0.019841269841269882,0.020325203252032686,0.021493170952220919
cremad,cnn,RG,random,groupkfold,1019,complete,,3,0.078477078477078521,0.078947368421052655,0.094382531657114743
cremad,cnn,RG,random,groupkfold,1020,complete,,3,0.083333333333333481,0.085365853658536661,0.098280956705555811
cremad,cnn,RG,random,groupkfold,1021,complete,,3,-0.039682539682539875,-0.040650406504065151,-0.050120087640680711
cremad,cnn,RG,random,groupkfold,1022,complete,,3,0.0085978835978834933,0.012195121951219301,0.032890109876642759
cremad,cnn,RG,random,groupkfold,1023,complete,,3,0.032407407407407329,0.028455284552845572,0.020282416547835691
cremad,cnn,RG,random,groupkfold,1024,complete,,3,0.078042328042328191,0.077235772357723664,0.089177810305969385
cremad,cnn,RG,random,groupkfold,1025,complete,,3,0.037698412698412731,0.036585365853658514,0.042325595277271644
cremad,cnn,RG,random,groupkfold,1026,complete,,3,0.0052910052910052352,0.0040650406504064707,-0.0096353704117867478
cremad,cnn,RG,random,groupkfold,1027,complete,,3,-0.0019841269841269771,0.0040650406504064707,0.015442801587010058
cremad,cnn,RG,random,groupkfold,1028,complete,,3,0.015873015873015928,0.016260162601625994,0.029408887383747917
cremad,cnn,RG,random,groupkfold,1029,complete,,3,-0.031746031746031633,-0.032520325203252098,-0.024365956123524102
cremad,cnn,RG,random,groupkfold,1030,complete,,3,-0.059523809523809534,-0.060975609756097615,-0.06632303683235774
cremad,cnn,RG,random,groupkfold,1031,complete,,3,0.076058201058201047,0.077235772357723498,0.11387464765494443
cremad,cnn,RG,random,groupkfold,1032,complete,,3,0.039682539682539764,0.040650406504064929,0.049245866679532124
cremad,cnn,RG,random,groupkfold,1033,complete,,3,-0.0046296296296294281,-0.0040650406504065817,-0.012715563573611255
cremad,cnn,RG,random,groupkfold,1034,complete,,3,0.011904761904761973,0.012195121951219523,0.012310149299281425
cremad,cnn,RG,random,groupkfold,1035,complete,,3,-0.033068783068783136,-0.032520325203252098,-0.031704908796485687
cremad,cnn,RG,random,groupkfold,1036,complete,,3,0.033068783068783025,0.028455284552845572,0.026634820006248339
cremad,cnn,RG,random,groupkfold,1037,complete,,3,-0.016534391534391624,-0.016260162601625994,-0.013396520464599604
cremad,cnn,RG,random,groupkfold,1038,complete,,3,0.019841269841269771,0.020325203252032353,0.023322768297870056
cremad,cnn,RG,random,groupkfold,1039,complete,,3,0.035714285714285698,0.036585365853658347,0.047833270421942409
cremad,cnn,RG,random,groupkfold,1040,complete,,3,0.011904761904761973,0.012195121951219523,0.015036227976501615
cremad,cnn,RG,random,groupkfold,1041,complete,,3,0.054232804232804188,0.052845528455284452,0.048134054849131358
cremad,cnn,RG,random,groupkfold,1042,complete,,3,0.067460317460317443,0.069105691056910556,0.068852445528197748
cremad,cnn,RG,random,groupkfold,1043,complete,,3,0.060846560846560815,0.060975609756097615,0.073282526842807449
cremad,cnn,RG,random,groupkfold,1044,complete,,3,0.028439153439153375,0.028455284552845628,0.026395383438996722
cremad,cnn,RG,random,groupkfold,1045,complete,,3,0.011243386243386166,0.012195121951219523,0.013634574991291615
cremad,cnn,RG,random,groupkfold,1046,complete,,3,-0.0026455026455026731,-0.0040650406504064707,0.0046316820358882071
cremad,cnn,RG,random,groupkfold,1047,complete,,3,0.039682539682539653,0.04065040650406504,0.040094616916206083
cremad,cnn,RG,random,groupkfold,1048,complete,,3,0.034391534391534417,0.036585365853658569,0.045676904696597131
cremad,cnn,RG,random,groupkfold,1049,complete,,3,-0.033730158730158721,-0.032520325203252098,-0.034383193556376646
cremad,cnn,RG,random,groupkfold,1050,complete,,3,-0.0052910052910053462,-0.0040650406504065817,-0.0016591764900524275
cremad,cnn,RG,random,groupkfold,1051,complete,,3,0.054894179894179773,0.052845528455284674,0.057649235494765749
cremad,cnn,RG,random,groupkfold,1052,complete,,3,0.025793650793650702,0.028455284552845517,0.031487389699393464
cremad,cnn,RG,random,groupkfold,1053,complete,,3,0.060185185185184897,0.060975609756097615,0.073860134065200977
cremad,cnn,RG,random,groupkfold,1054,complete,,3,0.059523809523809534,0.06097560975609756,0.083803887311395875
cremad,cnn,RG,random,groupkfold,1055,complete,,3,0.014550264550264536,0.012195121951219523,0.02430811074404593
cremad,cnn,RG,random,groupkfold,1056,complete,,3,-0.019841269841269771,-0.020325203252032353,-0.027763746449855686
cremad,cnn,RG,random,groupkfold,1057,complete,,3,-0.00066137566137564052,0,0.018166899610083886
cremad,cnn,RG,random,groupkfold,1058,complete,,3,0.029761904761904656,0.028455284552845406,0.02847252398504807
cremad,cnn,RG,random,groupkfold,1059,complete,,3,0.063492063492063489,0.060975609756097449,0.08026666217704953
cremad,cnn,RG,random,groupkfold,1060,complete,,3,0.0099206349206349409,0.012195121951219468,0.022180513369500443
cremad,cnn,RG,random,groupkfold,1061,complete,,3,0.067460317460317443,0.069105691056910556,0.072307884576158998
cremad,cnn,RG,random,groupkfold,1062,complete,,3,0.011243386243386277,0.012195121951219523,0.018992889588319128
cremad,cnn,RG,random,groupkfold,1063,complete,,3,0.0013227513227515031,0,-0.010646532784402196
cremad,cnn,RG,random,groupkfold,1064,complete,,3,-0.029761904761904767,-0.032520325203252098,-0.028388183009949608
cremad,cnn,RG,random,groupkfold,1065,complete,,3,-0.0085978835978837154,-0.0081300813008129413,-0.0056183485344072359
cremad,cnn,RG,random,groupkfold,1066,complete,,3,0.054232804232804188,0.052845528455284452,0.056057645895504327
cremad,cnn,RG,random,groupkfold,1067,complete,,3,0,5.5511151231257827e-17,0.007148403163849959
cremad,cnn,RG,random,groupkfold,1068,complete,,3,0.037698412698412676,0.036585365853658569,0.024799879395169366
cremad,cnn,RG,random,groupkfold,1069,complete,,3,0.025132275132275117,0.024390243902439046,0.030491346471129277
cremad,cnn,RG,random,groupkfold,1070,complete,,3,0.052248677248677211,0.048780487804878092,0.067932407430565445
cremad,cnn,RG,random,groupkfold,1071,complete,,3,0.057539682539682502,0.056910569105691033,0.069460954220033344
cremad,cnn,RG,random,groupkfold,1072,complete,,3,0.013227513227513366,0.016260162601625994,0.021409031928029676
cremad,cnn,RG,random,groupkfold,1073,complete,,3,0.035714285714285809,0.036585365853658458,0.04388849496406666
cremad,cnn,RG,random,groupkfold,1074,complete,,3,0.040343915343915349,0.040650406504064984,0.05655853786215026
cremad,cnn,RG,random,groupkfold,1075,complete,,3,0.072751322751322789,0.069105691056910556,0.065382543204458798
cremad,cnn,RG,random,groupkfold,1076,complete,,3,-0.025974025974025983,-0.024691358024691357,-0.021955214853086935
cremad,cnn,RG,random,groupkfold,1077,complete,,3,-0.013227513227513199,-0.012195121951219523,-0.018663912767613422
cremad,cnn,RG,random,groupkfold,1078,complete,,3,0.028439153439153486,0.028455284552845628,0.037660077272647308
cremad,cnn,RG,random,groupkfold,1079,complete,,3,0,0,-0.00058997162431539962
cremad,cnn,RG,random,groupkfold,1080,complete,,3,0.049603174603174649,0.048780487804878092,0.052875460561386478
cremad,cnn,RG,random,groupkfold,1081,complete,,3,0.021164021164021274,0.020325203252032575,0.014931267830497474
cremad,cnn,RG,random,groupkfold,1082,complete,,3,0.11111111111111119,0.10975609756097562,0.14382157858918102
cremad,cnn,RG,random,groupkfold,1083,complete,,3,0.058862433862433949,0.056910569105690922,0.075181994794299656
cremad,cnn,RG,random,groupkfold,1084,complete,,3,0.041005291005291045,0.040650406504064929,0.040895064427396877
cremad,cnn,RG,random,groupkfold,1085,complete,,3,0.0013227513227513921,0,0.0010131028711540813
cremad,cnn,RG,random,groupkfold,1086,complete,,3,0.03240740740740744,0.028455284552845517,0.02966368610263953
cremad,cnn,RG,random,groupkfold,1087,complete,,3,0.031084656084656159,0.024390243902438991,0.026309014064653968
cremad,cnn,RG,random,groupkfold,1088,complete,,3,0.03240740740740744,0.032520325203251987,0.038932032631882274
cremad,cnn,RG,random,groupkfold,1089,complete,,3,0.11375661375661383,0.10975609756097549,0.13970901315993939
cremad,cnn,RG,random,groupkfold,1090,complete,,3,0.025132275132275117,0.028455284552845406,0.035992044490369302
cremad,cnn,RG,random,groupkfold,1091,complete,,3,-0.0046296296296297612,-0.0040650406504064707,0.0083627508848447274
cremad,cnn,RL,random,loso,1001,complete,,3,0.062830687830687793,0.06097560975609756,0.085536154034949186
cremad,cnn,RL,random,loso,1002,complete,,3,0.080086580086580095,0.074074074074074125,0.09591851401290924
cremad,cnn,RL,random,loso,1003,complete,,3,0.042989417989418133,0.040650406504064929,0.037143221498915469
cremad,cnn,RL,random,loso,1004,complete,,3,0.079365079365079416,0.077235772357723498,0.097153318439783254
cremad,cnn,RL,random,loso,1005,complete,,3,0.029761904761904656,0.028455284552845628,0.028319346026833392
cremad,cnn,RL,random,loso,1006,complete,,3,0.050264550264550234,0.048780487804877981,0.048692497381701338
cremad,cnn,RL,random,loso,1007,complete,,3,0.054894179894179829,0.052845528455284618,0.055289331099601768
cremad,cnn,RL,random,loso,1008,complete,,3,0.033022533022532941,0.030701754385964952,0.0081210474805613053
cremad,cnn,RL,random,loso,1009,complete,,3,0.048562548562548602,0.048245614035087758,0.049426745020318186
cremad,cnn,RL,random,loso,1010,complete,,3,-0.027116402116402316,-0.024390243902439046,-0.024871807153203251
cremad,cnn,RL,random,loso,1011,complete,,3,-0.0046296296296296502,-0.0040650406504064707,-0.0072891786672104608
cremad,cnn,RL,random,loso,1012,complete,,3,-0.056216931216931276,-0.056910569105691033,-0.059831828286756372
cremad,cnn,RL,random,loso,1013,complete,,3,-0.0072751322751322123,-0.0081300813008129413,-0.017156495142671702
cremad,cnn,RL,random,loso,1014,complete,,3,-0.019179894179894075,-0.020325203252032575,-0.015091103202855782
