unit_id,corpus,draw,fold,model,epoch,seen_ce,unseen_ce,seen_uar,unseen_uar,outer_uar,uar_unit,ce_unit
ads2_formal_cremad_d00_f0_wavlm_base_plus_A,cremad,0,0,wavlm_base_plus,11,1.6535005012563104,1.7643175670394802,54.166666666666664,51.736111111111114,50.98387861545756,UAR_percent,natural_log_loss
ads2_formal_cremad_d00_f0_wavlm_base_plus_A,cremad,0,0,wavlm_base_plus,12,1.8619757792172007,1.9240147251150093,51.041666666666664,50.0,49.17022285443338,UAR_percent,natural_log_loss
ads2_formal_cremad_d00_f0_wavlm_base_plus_A,cremad,0,0,wavlm_base_plus,13,2.3760027383961098,2.394072587033106,46.52777777777778,49.30555555555556,44.76055002370792,UAR_percent,natural_log_loss
ads2_formal_cremad_d00_f0_wavlm_base_plus_A,cremad,0,0,wavlm_base_plus,14,2.5521592056782745,2.661965113489491,45.486111111111114,45.138888888888886,41.275486012328116,UAR_percent,natural_log_loss
ads2_formal_cremad_d00_f0_wavlm_base_plus_A,cremad,0,0,wavlm_base_plus,15,2.109738752524176,2.278584481476189,52.43055555555556,51.041666666666664,49.17022285443338,UAR_percent,natural_log_loss
ads2_formal_cremad_d00_f0_hubert_base_A,cremad,0,0,hubert_base,1,1.5043105855965118,1.5733951024573132,38.19444444444444,36.458333333333336,35.15884305357989,UAR_percent,natural_log_loss
ads2_formal_cremad_d00_f0_hubert_base_A,cremad,0,0,hubert_base,2,1.297465605538172,1.349336445436252,47.916666666666664,49.65277777777778,45.0094831673779,UAR_percent,natural_log_loss
ads2_formal_cremad_d00_f0_hubert_base_A,cremad,0,0,hubert_base,3,1.3645993704206452,1.4654633099804024,46.875,46.875,43.96633475580844,UAR_percent,natural_log_loss
ads2_formal_cremad_d00_f0_hubert_base_A,cremad,0,0,hubert_base,4,1.1792476191827066,1.1951598663924452,54.513888888888886,53.81944444444444,53.34281650071124,UAR_percent,natural_log_loss
ads2_formal_cremad_d00_f0_hubert_base_A,cremad,0,0,hubert_base,5,1.3678362108874507,1.4280570984168561,50.34722222222222,50.69444444444444,47.91370317686107,UAR_percent,natural_log_loss
ads2_formal_cremad_d00_f0_hubert_base_A,cremad,0,0,hubert_base,6,1.5408489397883325,1.4072700734238373,56.59722222222222,52.083333333333336,52.394499762920816,UAR_percent,natural_log_loss
ads2_formal_cremad_d00_f0_hubert_base_A,cremad,0,0,hubert_base,7,1.424222029799586,1.6272192848293525,53.47222222222222,51.041666666666664,52.27596017069701,UAR_percent,natural_log_loss
ads2_formal_cremad_d00_f0_hubert_base_A,cremad,0,0,hubert_base,8,1.1680191361620718,1.3710933658577333,62.15277777777778,56.59722222222222,54.599336178283544,UAR_percent,natural_log_loss
ads2_formal_cremad_d00_f0_hubert_base_A,cremad,0,0,hubert_base,9,2.1749309932066314,2.3125654385730963,47.22222222222222,45.833333333333336,45.29397818871503,UAR_percent,natural_log_loss
ads2_formal_cremad_d00_f0_hubert_base_A,cremad,0,0,hubert_base,10,1.7202251125029866,1.6970233615588415,57.291666666666664,56.59722222222222,51.10241820768137,UAR_percent,natural_log_loss
ads2_formal_cremad_d00_f0_hubert_base_A,cremad,0,0,hubert_base,11,1.6324021642160413,1.6712555534417821,57.986111111111114,56.94444444444444,53.28354670459934,UAR_percent,natural_log_loss
