fold,rotation,comparison,speaker,distance_rank_spearman,nn3_intersection_fraction,n_peer_people
0,1,ecapa_vs_xvector,1064,0.6792196007259528,0.3333333333333333,57
0,1,ecapa_vs_xvector,1065,0.5784288306974332,0.6666666666666666,57
0,1,ecapa_vs_xvector,1066,0.7048224008296604,0.6666666666666666,57
0,1,ecapa_vs_xvector,1067,0.16366346901737103,0.3333333333333333,57
0,1,ecapa_vs_xvector,1069,0.764519056261343,0.3333333333333333,57
0,1,ecapa_vs_xvector,1071,0.3612911589318123,0.3333333333333333,57
0,1,ecapa_vs_xvector,1072,0.5917163598651802,0.6666666666666666,57
0,1,ecapa_vs_xvector,1073,0.5370106300233342,0.6666666666666666,57
0,1,ecapa_vs_xvector,1074,0.551788955146487,0.6666666666666666,57
0,1,ecapa_vs_xvector,1075,0.609865180191859,0.0,57
0,1,ecapa_vs_xvector,1077,0.37056002074150896,0.6666666666666666,57
0,1,ecapa_vs_xvector,1078,0.3551983406792844,1.0,57
0,1,ecapa_vs_xvector,1079,0.5959294788695878,0.3333333333333333,57
0,1,ecapa_vs_xvector,1080,0.7288695877625098,0.6666666666666666,57
0,1,ecapa_vs_xvector,1081,0.49662950479647394,0.6666666666666666,57
0,1,ecapa_vs_xvector,1082,0.5588540316308012,0.6666666666666666,57
0,1,ecapa_vs_xvector,1083,0.392727508426238,0.6666666666666666,57
0,1,ecapa_vs_xvector,1084,0.5493259009592948,0.3333333333333333,57
0,1,ecapa_vs_xvector,1088,0.6438942183043816,0.6666666666666666,57
0,1,ecapa_vs_xvector,1090,0.4541742286751361,0.6666666666666666,57
0,1,ecapa_vs_xvector,1091,0.4776380606689137,0.0,57
