speaker,mean_uar_pp,nn3_distance,global_loso_mean_distance,n_contexts,references_per_context,draw0_uar_pp,draw1_uar_pp,draw2_uar_pp,human_plurality_uar_pp,human_intended_vote_share_pp,human_agreement_pp,unique_query_paths,unique_aligned_paths,query_sets_identical_across_draws,unique_query_prompts,draw_class_counts
1060,30.555555555555557,0.6834070820135315,0.924548710578966,18.0,8.0,30.555555555555557,31.944444444444443,29.166666666666668,34.72222222222223,32.91205707872374,63.72414622414622,72,72,True,12,"[{""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}]"
1061,35.18518518518518,0.622258964040387,0.8745337626582251,18.0,8.0,34.722222222222214,40.277777777777786,30.555555555555557,43.055555555555564,37.570546737213405,63.25286596119929,72,72,True,12,"[{""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}]"
1062,43.51851851851851,0.6488413640587816,0.841622563241626,18.0,8.0,48.611111111111114,47.222222222222214,34.72222222222223,31.944444444444443,32.51743626743627,63.66767877184544,72,72,True,12,"[{""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}]"
1063,50.46296296296296,0.6309341479603654,0.882106975004382,18.0,8.0,52.77777777777778,51.388888888888886,47.22222222222223,50.92592592592592,46.040464165464165,60.48064975148309,72,72,True,12,"[{""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}]"
1064,45.370370370370374,0.5517556371659178,0.7889295836099822,18.0,8.0,41.66666666666667,47.222222222222214,47.22222222222223,66.66666666666666,57.058322219307065,65.64919122684275,72,70,True,12,"[{""A"": 12, ""D"": 11, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 11}, {""A"": 12, ""D"": 11, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 11}, {""A"": 12, ""D"": 11, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 11}]"
1065,49.53703703703704,0.4805744367925061,0.7974230179362816,18.0,8.0,48.611111111111114,47.22222222222223,52.77777777777778,38.19444444444445,32.991372053872055,68.45047699214365,72,72,True,12,"[{""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}]"
1066,48.61111111111111,0.5787888280524452,0.7996904797501327,18.0,8.0,45.83333333333333,54.166666666666664,45.83333333333333,37.26851851851851,33.44747073913741,66.22935706269038,72,72,True,12,"[{""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}]"
1067,34.72222222222222,0.7577659791674853,0.8898472175956454,18.0,8.0,33.33333333333333,33.33333333333333,37.5,24.23611111111111,24.885461760461766,57.913510101010104,72,72,True,12,"[{""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}]"
1068,43.98148148148149,0.5504534186505098,0.8215784950874605,18.0,8.0,45.83333333333333,44.44444444444444,41.66666666666667,41.66666666666667,37.526455026455025,66.61651234567901,72,72,True,12,"[{""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}]"
1069,37.03703703703704,0.6122967032540033,0.8020462986550916,18.0,8.0,34.72222222222223,37.5,38.88888888888889,62.731481481481474,50.954184704184705,63.41655643738977,72,72,True,12,"[{""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}]"
1070,41.666666666666664,0.6536405884231715,0.8776519683783118,18.0,8.0,47.22222222222223,34.72222222222223,43.05555555555555,42.36111111111111,37.25529100529101,65.73087021003688,72,72,True,12,"[{""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}]"
1071,34.72222222222222,0.5966704026673619,0.8316862938001566,18.0,8.0,33.33333333333333,36.111111111111114,34.722222222222214,27.777777777777775,27.887806637806637,61.58304272887606,72,72,True,12,"[{""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}]"
1072,45.37037037037036,0.5062741403953909,0.8244558967282916,18.0,8.0,43.05555555555555,44.44444444444445,48.6111111111111,53.24074074074073,42.46893538560205,61.81462441879108,72,72,True,12,"[{""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}]"
1073,46.75925925925926,0.6806506824195959,0.8790466317429195,18.0,8.0,50.000000000000014,48.61111111111111,41.66666666666667,35.41666666666667,33.87621252204586,69.25650352733686,72,72,True,12,"[{""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}]"
1074,31.48148148148148,0.5669712467561818,0.8457405511577281,18.0,8.0,29.166666666666664,30.555555555555554,34.72222222222223,46.2962962962963,43.28257776174442,64.59540844957513,72,72,True,12,"[{""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}]"
1075,31.944444444444443,0.6244682171472093,0.8605000550539762,18.0,8.0,31.944444444444443,33.33333333333333,30.555555555555554,45.13888888888889,39.389379910213236,67.6968594676928,72,72,True,12,"[{""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}]"
1077,36.574074074074076,0.5621480642688509,0.8265406493919024,18.0,8.0,37.5,36.111111111111114,36.111111111111114,27.777777777777775,27.22517837101171,65.7614838864839,72,72,True,12,"[{""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}]"
1078,48.61111111111111,0.6948646229709096,0.8760284577715054,18.0,8.0,40.27777777777777,55.55555555555556,50.0,67.3611111111111,53.06978515311849,61.6127545294212,72,72,True,12,"[{""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}]"
1079,36.574074074074076,0.639195746409698,0.8649963920002717,18.0,8.0,36.11111111111111,38.88888888888889,34.72222222222223,67.36111111111111,54.034391534391546,66.16402116402116,72,72,True,12,"[{""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}]"
1080,54.166666666666664,0.5065718671606054,0.7984211997151257,18.0,8.0,52.77777777777778,51.388888888888886,58.333333333333336,54.86111111111111,46.986331569664905,62.51212522045856,72,72,True,12,"[{""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}]"
1081,52.31481481481481,0.4949161927294554,0.7833855666275654,18.0,8.0,48.6111111111111,59.72222222222222,48.61111111111111,46.52777777777777,39.54069464486132,59.113506092672765,72,72,True,12,"[{""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}]"
1082,29.166666666666668,0.5981266632778947,0.8471463020511754,18.0,8.0,33.33333333333333,25.0,29.166666666666668,38.54166666666667,35.28714726631393,64.6301807760141,72,72,True,12,"[{""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}]"
1083,43.51851851851851,0.6935918647202867,0.8656544036506845,18.0,8.0,43.05555555555555,41.66666666666666,45.83333333333333,36.34259259259259,33.84369488536156,60.38580246913582,72,72,True,12,"[{""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}]"
1084,32.407407407407405,0.5433030965952583,0.7867003861398333,18.0,8.0,33.33333333333333,29.166666666666668,34.722222222222214,29.86111111111111,30.119097723264392,60.46757255090588,72,72,True,12,"[{""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}]"
1085,59.25925925925926,0.6227927160680786,0.8513589791052458,18.0,8.0,59.72222222222222,56.94444444444444,61.11111111111111,45.833333333333336,39.557379349046016,62.94472502805837,72,72,True,12,"[{""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}]"
1086,40.27777777777778,0.5729844497769352,0.8114788861768106,18.0,8.0,40.277777777777786,41.66666666666667,38.88888888888889,54.166666666666664,46.28316899150233,65.30323071989739,72,72,True,12,"[{""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}]"
1087,31.481481481481485,0.6620012899984153,0.9085945872636335,18.0,8.0,26.38888888888889,29.166666666666668,38.88888888888889,31.944444444444446,30.869809203142534,61.30857182940517,72,72,True,12,"[{""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}]"
1088,38.425925925925924,0.6362963565125631,0.846701841011731,18.0,8.0,43.05555555555555,33.33333333333333,38.88888888888889,29.86111111111111,32.715949174282514,68.06096681096682,72,72,True,12,"[{""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}]"
1089,50.46296296296296,0.5493152595190576,0.834677668399936,18.0,8.0,61.111111111111114,41.66666666666667,48.61111111111111,63.888888888888886,51.06055595638929,63.32887405804073,72,72,True,12,"[{""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}]"
1090,51.388888888888886,0.5515495813846951,0.7648533203769324,18.0,8.0,51.38888888888889,52.77777777777778,49.99999999999999,33.33333333333333,35.52243666827,60.921566859066864,72,72,True,12,"[{""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}]"
1091,40.74074074074074,0.5424319108189588,0.8159577652882554,18.0,8.0,45.83333333333333,31.944444444444443,44.44444444444444,38.19444444444445,35.213293650793645,60.72696208112874,72,72,True,12,"[{""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}, {""A"": 12, ""D"": 12, ""F"": 12, ""H"": 12, ""N"": 12, ""S"": 12}]"
