unit_id,corpus,draw,fold,delta_CE_pp,delta_UAR_pp,J_pp,last_outer_uar,oracle_outer_uar,middle_8_10_minus_late_14_15_pp,ce_epoch_agreement,uar_epoch_agreement
fpc_formal_cremad_d00_f0_A,cremad,0,0,5.18018018018018,3.532479848269322,1.6477003319108583,39.5448079658606,55.03793266951161,6.195669353564092,0,0
fpc_formal_cremad_d00_f1_A,cremad,0,1,0.0,1.3157894736842106,-1.3157894736842106,62.28070175438597,65.35087719298247,2.9239766081871252,1,0
fpc_formal_cremad_d00_f2_A,cremad,0,2,0.0,2.6315789473684212,-2.6315789473684212,53.07017543859649,58.77192982456141,1.461988304093559,1,0
fpc_formal_cremad_d00_f3_A,cremad,0,3,-5.555555555555555,0.0,-5.555555555555555,54.54545454545454,61.61616161616161,2.4410774410774394,0,1
fpc_formal_cremad_d00_f4_A,cremad,0,4,0.0,-2.450980392156863,2.450980392156863,54.41176470588235,58.333333333333336,1.6339869281045765,1,0
fpc_formal_cremad_d01_f0_A,cremad,1,0,0.0,0.43859649122807015,-0.43859649122807015,50.877192982456144,59.210526315789465,1.3888888888888928,1,0
fpc_formal_cremad_d01_f1_A,cremad,1,1,8.297771455666192,0.0,8.297771455666192,55.03793266951161,57.21906116642958,-1.1399557452188986,0,1
fpc_formal_cremad_d01_f2_A,cremad,1,2,3.508771929824561,0.0,3.508771929824561,57.01754385964912,64.03508771929825,3.5087719298245617,0,0
fpc_formal_cremad_d01_f3_A,cremad,1,3,0.9803921568627451,-3.4313725490196076,4.411764705882353,45.09803921568628,56.372549019607845,-3.1045751633986853,0,0
fpc_formal_cremad_d01_f4_A,cremad,1,4,8.333333333333334,-1.9607843137254901,10.294117647058824,56.372549019607845,61.76470588235294,0.735294117647058,0,0
fpc_formal_cremad_d02_f0_A,cremad,2,0,0.0,3.0701754385964914,-3.0701754385964914,64.47368421052632,66.22807017543859,-1.3157894736842053,1,0
fpc_formal_cremad_d02_f1_A,cremad,2,1,0.0,-2.192982456140351,2.192982456140351,54.824561403508774,57.01754385964912,1.973684210526315,1,0
fpc_formal_cremad_d02_f2_A,cremad,2,2,0.0,0.0,0.0,55.70175438596491,58.333333333333336,0.07309941520468755,1,1
fpc_formal_cremad_d02_f3_A,cremad,2,3,0.0,0.0,0.0,42.39453357100416,54.426619132501486,1.6339869281045694,1,1
fpc_formal_cremad_d02_f4_A,cremad,2,4,4.396910279263221,3.4907902554961376,0.9061200237670826,47.474747474747474,53.86215092097445,-2.6638938403644232,0,0
fpc_formal_cremad_d03_f0_A,cremad,3,0,-2.6315789473684212,0.0,-2.6315789473684212,51.31578947368421,55.26315789473685,3.2894736842105203,0,1
fpc_formal_cremad_d03_f1_A,cremad,3,1,3.508771929824561,0.0,3.508771929824561,50.877192982456144,59.210526315789465,5.555555555555557,0,0
fpc_formal_cremad_d03_f2_A,cremad,3,2,0.0,7.894736842105263,-7.894736842105263,51.31578947368421,56.57894736842105,4.67836257309942,1,0
fpc_formal_cremad_d03_f3_A,cremad,3,3,0.0,-4.411764705882353,4.411764705882353,55.392156862745104,64.2156862745098,7.189542483660134,1,0
fpc_formal_cremad_d03_f4_A,cremad,3,4,3.5353535353535355,0.0,3.5353535353535355,58.080808080808076,64.14141414141415,-4.0404040404040416,0,1
fpc_formal_cremad_d04_f0_A,cremad,4,0,0.0,0.0,0.0,44.569569569569566,56.63163163163163,5.716132799466131,1,1
fpc_formal_cremad_d04_f1_A,cremad,4,1,3.508771929824561,0.0,3.508771929824561,47.368421052631575,50.0,0.877192982456144,0,1
fpc_formal_cremad_d04_f2_A,cremad,4,2,0.0,-1.3157894736842106,1.3157894736842106,59.64912280701754,61.40350877192983,1.6812865497076075,1,0
fpc_formal_cremad_d04_f3_A,cremad,4,3,0.0,-0.9803921568627451,0.9803921568627451,57.84313725490197,60.78431372549019,-0.4084967320261441,1,0
fpc_formal_cremad_d04_f4_A,cremad,4,4,0.0,0.41592394533571003,-0.41592394533571003,60.32382650029709,62.26975638740344,-3.3199643493761073,1,0
