sequence,unit_id,corpus,model,protocol,seed,outer_fold,status
733,cremad__resnet_se__groupkfold__s1__f001,cremad,resnet_se,groupkfold,1,1,success
734,cremad__resnet_se__groupkfold__s1__f002,cremad,resnet_se,groupkfold,1,2,success
735,cremad__resnet_se__groupkfold__s1__f003,cremad,resnet_se,groupkfold,1,3,success
736,cremad__resnet_se__groupkfold__s1__f004,cremad,resnet_se,groupkfold,1,4,success
737,cremad__resnet_se__groupkfold__s2__f000,cremad,resnet_se,groupkfold,2,0,success
738,cremad__resnet_se__groupkfold__s2__f001,cremad,resnet_se,groupkfold,2,1,success
739,cremad__resnet_se__groupkfold__s2__f002,cremad,resnet_se,groupkfold,2,2,success
740,cremad__resnet_se__groupkfold__s2__f003,cremad,resnet_se,groupkfold,2,3,success
741,cremad__resnet_se__groupkfold__s2__f004,cremad,resnet_se,groupkfold,2,4,success
742,cremad__resnet_se__loso__s0__f000,cremad,resnet_se,loso,0,0,success
743,cremad__resnet_se__loso__s0__f001,cremad,resnet_se,loso,0,1,success
744,cremad__resnet_se__loso__s0__f002,cremad,resnet_se,loso,0,2,success
745,cremad__resnet_se__loso__s0__f003,cremad,resnet_se,loso,0,3,success
746,cremad__resnet_se__loso__s0__f004,cremad,resnet_se,loso,0,4,success
747,cremad__resnet_se__loso__s0__f005,cremad,resnet_se,loso,0,5,success
748,cremad__resnet_se__loso__s0__f006,cremad,resnet_se,loso,0,6,success
749,cremad__resnet_se__loso__s0__f007,cremad,resnet_se,loso,0,7,success
750,cremad__resnet_se__loso__s0__f008,cremad,resnet_se,loso,0,8,success
751,cremad__resnet_se__loso__s0__f009,cremad,resnet_se,loso,0,9,success
752,cremad__resnet_se__loso__s0__f010,cremad,resnet_se,loso,0,10,success
753,cremad__resnet_se__loso__s0__f011,cremad,resnet_se,loso,0,11,success
754,cremad__resnet_se__loso__s0__f012,cremad,resnet_se,loso,0,12,success
755,cremad__resnet_se__loso__s0__f013,cremad,resnet_se,loso,0,13,success
756,cremad__resnet_se__loso__s0__f014,cremad,resnet_se,loso,0,14,success
757,cremad__resnet_se__loso__s0__f015,cremad,resnet_se,loso,0,15,success
758,cremad__resnet_se__loso__s0__f016,cremad,resnet_se,loso,0,16,success
759,cremad__resnet_se__loso__s0__f017,cremad,resnet_se,loso,0,17,success
760,cremad__resnet_se__loso__s0__f018,cremad,resnet_se,loso,0,18,success
761,cremad__resnet_se__loso__s0__f019,cremad,resnet_se,loso,0,19,success
762,cremad__resnet_se__loso__s0__f020,cremad,resnet_se,loso,0,20,success
763,cremad__resnet_se__loso__s0__f021,cremad,resnet_se,loso,0,21,success
764,cremad__resnet_se__loso__s0__f022,cremad,resnet_se,loso,0,22,success
765,cremad__resnet_se__loso__s0__f023,cremad,resnet_se,loso,0,23,success
766,cremad__resnet_se__loso__s0__f024,cremad,resnet_se,loso,0,24,success
767,cremad__resnet_se__loso__s0__f025,cremad,resnet_se,loso,0,25,success
768,cremad__resnet_se__loso__s0__f026,cremad,resnet_se,loso,0,26,success
769,cremad__resnet_se__loso__s0__f027,cremad,resnet_se,loso,0,27,success
770,cremad__resnet_se__loso__s0__f028,cremad,resnet_se,loso,0,28,success
771,cremad__resnet_se__loso__s0__f029,cremad,resnet_se,loso,0,29,success
772,cremad__resnet_se__loso__s0__f030,cremad,resnet_se,loso,0,30,success
773,cremad__resnet_se__loso__s0__f031,cremad,resnet_se,loso,0,31,success
774,cremad__resnet_se__loso__s0__f032,cremad,resnet_se,loso,0,32,success
775,cremad__resnet_se__loso__s0__f033,cremad,resnet_se,loso,0,33,success
776,cremad__resnet_se__loso__s0__f034,cremad,resnet_se,loso,0,34,success
777,cremad__resnet_se__loso__s0__f035,cremad,resnet_se,loso,0,35,success
778,cremad__resnet_se__loso__s0__f036,cremad,resnet_se,loso,0,36,success
779,cremad__resnet_se__loso__s0__f037,cremad,resnet_se,loso,0,37,success
780,cremad__resnet_se__loso__s0__f038,cremad,resnet_se,loso,0,38,success
781,cremad__resnet_se__loso__s0__f039,cremad,resnet_se,loso,0,39,success
782,cremad__resnet_se__loso__s0__f040,cremad,resnet_se,loso,0,40,success
783,cremad__resnet_se__loso__s0__f041,cremad,resnet_se,loso,0,41,success
784,cremad__resnet_se__loso__s0__f042,cremad,resnet_se,loso,0,42,success
785,cremad__resnet_se__loso__s0__f043,cremad,resnet_se,loso,0,43,success
786,cremad__resnet_se__loso__s0__f044,cremad,resnet_se,loso,0,44,success
787,cremad__resnet_se__loso__s0__f045,cremad,resnet_se,loso,0,45,success
788,cremad__resnet_se__loso__s0__f046,cremad,resnet_se,loso,0,46,success
789,cremad__resnet_se__loso__s0__f047,cremad,resnet_se,loso,0,47,success
790,cremad__resnet_se__loso__s0__f048,cremad,resnet_se,loso,0,48,success
791,cremad__resnet_se__loso__s0__f049,cremad,resnet_se,loso,0,49,success
792,cremad__resnet_se__loso__s0__f050,cremad,resnet_se,loso,0,50,success
793,cremad__resnet_se__loso__s0__f051,cremad,resnet_se,loso,0,51,success
794,cremad__resnet_se__loso__s0__f052,cremad,resnet_se,loso,0,52,success
795,cremad__resnet_se__loso__s0__f053,cremad,resnet_se,loso,0,53,success
796,cremad__resnet_se__loso__s0__f054,cremad,resnet_se,loso,0,54,success
797,cremad__resnet_se__loso__s0__f055,cremad,resnet_se,loso,0,55,success
798,cremad__resnet_se__loso__s0__f056,cremad,resnet_se,loso,0,56,success
799,cremad__resnet_se__loso__s0__f057,cremad,resnet_se,loso,0,57,success
800,cremad__resnet_se__loso__s0__f058,cremad,resnet_se,loso,0,58,success
801,cremad__resnet_se__loso__s0__f059,cremad,resnet_se,loso,0,59,success
802,cremad__resnet_se__loso__s0__f060,cremad,resnet_se,loso,0,60,success
803,cremad__resnet_se__loso__s0__f061,cremad,resnet_se,loso,0,61,success
804,cremad__resnet_se__loso__s0__f062,cremad,resnet_se,loso,0,62,success
805,cremad__resnet_se__loso__s0__f063,cremad,resnet_se,loso,0,63,success
806,cremad__resnet_se__loso__s0__f064,cremad,resnet_se,loso,0,64,success
807,cremad__resnet_se__loso__s0__f065,cremad,resnet_se,loso,0,65,success
808,cremad__resnet_se__loso__s0__f066,cremad,resnet_se,loso,0,66,success
809,cremad__resnet_se__loso__s0__f067,cremad,resnet_se,loso,0,67,success
810,cremad__resnet_se__loso__s0__f068,cremad,resnet_se,loso,0,68,success
811,cremad__resnet_se__loso__s0__f069,cremad,resnet_se,loso,0,69,success
812,cremad__resnet_se__loso__s0__f070,cremad,resnet_se,loso,0,70,success
813,cremad__resnet_se__loso__s0__f071,cremad,resnet_se,loso,0,71,success
814,cremad__resnet_se__loso__s0__f072,cremad,resnet_se,loso,0,72,success
815,cremad__resnet_se__loso__s0__f073,cremad,resnet_se,loso,0,73,success
816,cremad__resnet_se__loso__s0__f074,cremad,resnet_se,loso,0,74,success
817,cremad__resnet_se__loso__s0__f075,cremad,resnet_se,loso,0,75,success
818,cremad__resnet_se__loso__s0__f076,cremad,resnet_se,loso,0,76,success
819,cremad__resnet_se__loso__s0__f077,cremad,resnet_se,loso,0,77,success
820,cremad__resnet_se__loso__s0__f078,cremad,resnet_se,loso,0,78,success
821,cremad__resnet_se__loso__s0__f079,cremad,resnet_se,loso,0,79,success
822,cremad__resnet_se__loso__s0__f080,cremad,resnet_se,loso,0,80,success
823,cremad__resnet_se__loso__s0__f081,cremad,resnet_se,loso,0,81,success
824,cremad__resnet_se__loso__s0__f082,cremad,resnet_se,loso,0,82,success
825,cremad__resnet_se__loso__s0__f083,cremad,resnet_se,loso,0,83,success
826,cremad__resnet_se__loso__s0__f084,cremad,resnet_se,loso,0,84,success
827,cremad__resnet_se__loso__s0__f085,cremad,resnet_se,loso,0,85,success
828,cremad__resnet_se__loso__s0__f086,cremad,resnet_se,loso,0,86,success
829,cremad__resnet_se__loso__s0__f087,cremad,resnet_se,loso,0,87,success
830,cremad__resnet_se__loso__s0__f088,cremad,resnet_se,loso,0,88,success
831,cremad__resnet_se__loso__s0__f089,cremad,resnet_se,loso,0,89,success
832,cremad__resnet_se__loso__s0__f090,cremad,resnet_se,loso,0,90,success
833,cremad__resnet_se__loso__s1__f000,cremad,resnet_se,loso,1,0,success
834,cremad__resnet_se__loso__s1__f001,cremad,resnet_se,loso,1,1,success
835,cremad__resnet_se__loso__s1__f002,cremad,resnet_se,loso,1,2,success
836,cremad__resnet_se__loso__s1__f003,cremad,resnet_se,loso,1,3,success
837,cremad__resnet_se__loso__s1__f004,cremad,resnet_se,loso,1,4,success
838,cremad__resnet_se__loso__s1__f005,cremad,resnet_se,loso,1,5,success
839,cremad__resnet_se__loso__s1__f006,cremad,resnet_se,loso,1,6,success
840,cremad__resnet_se__loso__s1__f007,cremad,resnet_se,loso,1,7,success
841,cremad__resnet_se__loso__s1__f008,cremad,resnet_se,loso,1,8,success
842,cremad__resnet_se__loso__s1__f009,cremad,resnet_se,loso,1,9,success
843,cremad__resnet_se__loso__s1__f010,cremad,resnet_se,loso,1,10,success
844,cremad__resnet_se__loso__s1__f011,cremad,resnet_se,loso,1,11,success
845,cremad__resnet_se__loso__s1__f012,cremad,resnet_se,loso,1,12,success
846,cremad__resnet_se__loso__s1__f013,cremad,resnet_se,loso,1,13,success
847,cremad__resnet_se__loso__s1__f014,cremad,resnet_se,loso,1,14,success
848,cremad__resnet_se__loso__s1__f015,cremad,resnet_se,loso,1,15,success
849,cremad__resnet_se__loso__s1__f016,cremad,resnet_se,loso,1,16,success
850,cremad__resnet_se__loso__s1__f017,cremad,resnet_se,loso,1,17,success
851,cremad__resnet_se__loso__s1__f018,cremad,resnet_se,loso,1,18,success
852,cremad__resnet_se__loso__s1__f019,cremad,resnet_se,loso,1,19,success
853,cremad__resnet_se__loso__s1__f020,cremad,resnet_se,loso,1,20,success
854,cremad__resnet_se__loso__s1__f021,cremad,resnet_se,loso,1,21,success
855,cremad__resnet_se__loso__s1__f022,cremad,resnet_se,loso,1,22,success
856,cremad__resnet_se__loso__s1__f023,cremad,resnet_se,loso,1,23,success
857,cremad__resnet_se__loso__s1__f024,cremad,resnet_se,loso,1,24,success
858,cremad__resnet_se__loso__s1__f025,cremad,resnet_se,loso,1,25,success
859,cremad__resnet_se__loso__s1__f026,cremad,resnet_se,loso,1,26,success
860,cremad__resnet_se__loso__s1__f027,cremad,resnet_se,loso,1,27,success
861,cremad__resnet_se__loso__s1__f028,cremad,resnet_se,loso,1,28,success
862,cremad__resnet_se__loso__s1__f029,cremad,resnet_se,loso,1,29,success
863,cremad__resnet_se__loso__s1__f030,cremad,resnet_se,loso,1,30,success
864,cremad__resnet_se__loso__s1__f031,cremad,resnet_se,loso,1,31,success
865,cremad__resnet_se__loso__s1__f032,cremad,resnet_se,loso,1,32,success
866,cremad__resnet_se__loso__s1__f033,cremad,resnet_se,loso,1,33,success
867,cremad__resnet_se__loso__s1__f034,cremad,resnet_se,loso,1,34,success
868,cremad__resnet_se__loso__s1__f035,cremad,resnet_se,loso,1,35,success
869,cremad__resnet_se__loso__s1__f036,cremad,resnet_se,loso,1,36,success
870,cremad__resnet_se__loso__s1__f037,cremad,resnet_se,loso,1,37,success
871,cremad__resnet_se__loso__s1__f038,cremad,resnet_se,loso,1,38,success
872,cremad__resnet_se__loso__s1__f039,cremad,resnet_se,loso,1,39,success
873,cremad__resnet_se__loso__s1__f040,cremad,resnet_se,loso,1,40,success
874,cremad__resnet_se__loso__s1__f041,cremad,resnet_se,loso,1,41,success
875,cremad__resnet_se__loso__s1__f042,cremad,resnet_se,loso,1,42,success
876,cremad__resnet_se__loso__s1__f043,cremad,resnet_se,loso,1,43,success
877,cremad__resnet_se__loso__s1__f044,cremad,resnet_se,loso,1,44,success
878,cremad__resnet_se__loso__s1__f045,cremad,resnet_se,loso,1,45,success
879,cremad__resnet_se__loso__s1__f046,cremad,resnet_se,loso,1,46,success
880,cremad__resnet_se__loso__s1__f047,cremad,resnet_se,loso,1,47,success
881,cremad__resnet_se__loso__s1__f048,cremad,resnet_se,loso,1,48,success
882,cremad__resnet_se__loso__s1__f049,cremad,resnet_se,loso,1,49,success
883,cremad__resnet_se__loso__s1__f050,cremad,resnet_se,loso,1,50,success
884,cremad__resnet_se__loso__s1__f051,cremad,resnet_se,loso,1,51,success
885,cremad__resnet_se__loso__s1__f052,cremad,resnet_se,loso,1,52,success
886,cremad__resnet_se__loso__s1__f053,cremad,resnet_se,loso,1,53,success
887,cremad__resnet_se__loso__s1__f054,cremad,resnet_se,loso,1,54,success
888,cremad__resnet_se__loso__s1__f055,cremad,resnet_se,loso,1,55,success
889,cremad__resnet_se__loso__s1__f056,cremad,resnet_se,loso,1,56,success
890,cremad__resnet_se__loso__s1__f057,cremad,resnet_se,loso,1,57,success
891,cremad__resnet_se__loso__s1__f058,cremad,resnet_se,loso,1,58,success
892,cremad__resnet_se__loso__s1__f059,cremad,resnet_se,loso,1,59,success
893,cremad__resnet_se__loso__s1__f060,cremad,resnet_se,loso,1,60,success
894,cremad__resnet_se__loso__s1__f061,cremad,resnet_se,loso,1,61,success
895,cremad__resnet_se__loso__s1__f062,cremad,resnet_se,loso,1,62,success
896,cremad__resnet_se__loso__s1__f063,cremad,resnet_se,loso,1,63,success
897,cremad__resnet_se__loso__s1__f064,cremad,resnet_se,loso,1,64,success
898,cremad__resnet_se__loso__s1__f065,cremad,resnet_se,loso,1,65,success
899,cremad__resnet_se__loso__s1__f066,cremad,resnet_se,loso,1,66,success
900,cremad__resnet_se__loso__s1__f067,cremad,resnet_se,loso,1,67,success
901,cremad__resnet_se__loso__s1__f068,cremad,resnet_se,loso,1,68,success
902,cremad__resnet_se__loso__s1__f069,cremad,resnet_se,loso,1,69,success
903,cremad__resnet_se__loso__s1__f070,cremad,resnet_se,loso,1,70,success
904,cremad__resnet_se__loso__s1__f071,cremad,resnet_se,loso,1,71,success
905,cremad__resnet_se__loso__s1__f072,cremad,resnet_se,loso,1,72,success
906,cremad__resnet_se__loso__s1__f073,cremad,resnet_se,loso,1,73,success
907,cremad__resnet_se__loso__s1__f074,cremad,resnet_se,loso,1,74,success
908,cremad__resnet_se__loso__s1__f075,cremad,resnet_se,loso,1,75,success
909,cremad__resnet_se__loso__s1__f076,cremad,resnet_se,loso,1,76,success
910,cremad__resnet_se__loso__s1__f077,cremad,resnet_se,loso,1,77,success
911,cremad__resnet_se__loso__s1__f078,cremad,resnet_se,loso,1,78,success
912,cremad__resnet_se__loso__s1__f079,cremad,resnet_se,loso,1,79,success
913,cremad__resnet_se__loso__s1__f080,cremad,resnet_se,loso,1,80,success
914,cremad__resnet_se__loso__s1__f081,cremad,resnet_se,loso,1,81,success
915,cremad__resnet_se__loso__s1__f082,cremad,resnet_se,loso,1,82,success
916,cremad__resnet_se__loso__s1__f083,cremad,resnet_se,loso,1,83,success
917,cremad__resnet_se__loso__s1__f084,cremad,resnet_se,loso,1,84,success
918,cremad__resnet_se__loso__s1__f085,cremad,resnet_se,loso,1,85,success
919,cremad__resnet_se__loso__s1__f086,cremad,resnet_se,loso,1,86,success
920,cremad__resnet_se__loso__s1__f087,cremad,resnet_se,loso,1,87,success
921,cremad__resnet_se__loso__s1__f088,cremad,resnet_se,loso,1,88,success
922,cremad__resnet_se__loso__s1__f089,cremad,resnet_se,loso,1,89,success
923,cremad__resnet_se__loso__s1__f090,cremad,resnet_se,loso,1,90,success
924,cremad__resnet_se__loso__s2__f000,cremad,resnet_se,loso,2,0,success
925,cremad__resnet_se__loso__s2__f001,cremad,resnet_se,loso,2,1,success
926,cremad__resnet_se__loso__s2__f002,cremad,resnet_se,loso,2,2,success
927,cremad__resnet_se__loso__s2__f003,cremad,resnet_se,loso,2,3,success
928,cremad__resnet_se__loso__s2__f004,cremad,resnet_se,loso,2,4,success
929,cremad__resnet_se__loso__s2__f005,cremad,resnet_se,loso,2,5,success
930,cremad__resnet_se__loso__s2__f006,cremad,resnet_se,loso,2,6,success
931,cremad__resnet_se__loso__s2__f007,cremad,resnet_se,loso,2,7,success
932,cremad__resnet_se__loso__s2__f008,cremad,resnet_se,loso,2,8,success
933,cremad__resnet_se__loso__s2__f009,cremad,resnet_se,loso,2,9,success
934,cremad__resnet_se__loso__s2__f010,cremad,resnet_se,loso,2,10,success
935,cremad__resnet_se__loso__s2__f011,cremad,resnet_se,loso,2,11,success
936,cremad__resnet_se__loso__s2__f012,cremad,resnet_se,loso,2,12,success
937,cremad__resnet_se__loso__s2__f013,cremad,resnet_se,loso,2,13,success
938,cremad__resnet_se__loso__s2__f014,cremad,resnet_se,loso,2,14,success
939,cremad__resnet_se__loso__s2__f015,cremad,resnet_se,loso,2,15,success
940,cremad__resnet_se__loso__s2__f016,cremad,resnet_se,loso,2,16,success
941,cremad__resnet_se__loso__s2__f017,cremad,resnet_se,loso,2,17,success
942,cremad__resnet_se__loso__s2__f018,cremad,resnet_se,loso,2,18,success
943,cremad__resnet_se__loso__s2__f019,cremad,resnet_se,loso,2,19,success
944,cremad__resnet_se__loso__s2__f020,cremad,resnet_se,loso,2,20,success
945,cremad__resnet_se__loso__s2__f021,cremad,resnet_se,loso,2,21,success
946,cremad__resnet_se__loso__s2__f022,cremad,resnet_se,loso,2,22,success
947,cremad__resnet_se__loso__s2__f023,cremad,resnet_se,loso,2,23,success
948,cremad__resnet_se__loso__s2__f024,cremad,resnet_se,loso,2,24,success
949,cremad__resnet_se__loso__s2__f025,cremad,resnet_se,loso,2,25,success
950,cremad__resnet_se__loso__s2__f026,cremad,resnet_se,loso,2,26,success
951,cremad__resnet_se__loso__s2__f027,cremad,resnet_se,loso,2,27,success
952,cremad__resnet_se__loso__s2__f028,cremad,resnet_se,loso,2,28,success
953,cremad__resnet_se__loso__s2__f029,cremad,resnet_se,loso,2,29,success
954,cremad__resnet_se__loso__s2__f030,cremad,resnet_se,loso,2,30,success
955,cremad__resnet_se__loso__s2__f031,cremad,resnet_se,loso,2,31,success
956,cremad__resnet_se__loso__s2__f032,cremad,resnet_se,loso,2,32,success
957,cremad__resnet_se__loso__s2__f033,cremad,resnet_se,loso,2,33,success
958,cremad__resnet_se__loso__s2__f034,cremad,resnet_se,loso,2,34,success
959,cremad__resnet_se__loso__s2__f035,cremad,resnet_se,loso,2,35,success
960,cremad__resnet_se__loso__s2__f036,cremad,resnet_se,loso,2,36,success
961,cremad__resnet_se__loso__s2__f037,cremad,resnet_se,loso,2,37,success
962,cremad__resnet_se__loso__s2__f038,cremad,resnet_se,loso,2,38,success
963,cremad__resnet_se__loso__s2__f039,cremad,resnet_se,loso,2,39,success
964,cremad__resnet_se__loso__s2__f040,cremad,resnet_se,loso,2,40,success
965,cremad__resnet_se__loso__s2__f041,cremad,resnet_se,loso,2,41,success
966,cremad__resnet_se__loso__s2__f042,cremad,resnet_se,loso,2,42,success
967,cremad__resnet_se__loso__s2__f043,cremad,resnet_se,loso,2,43,success
968,cremad__resnet_se__loso__s2__f044,cremad,resnet_se,loso,2,44,success
969,cremad__resnet_se__loso__s2__f045,cremad,resnet_se,loso,2,45,success
970,cremad__resnet_se__loso__s2__f046,cremad,resnet_se,loso,2,46,success
971,cremad__resnet_se__loso__s2__f047,cremad,resnet_se,loso,2,47,success
972,cremad__resnet_se__loso__s2__f048,cremad,resnet_se,loso,2,48,success
973,cremad__resnet_se__loso__s2__f049,cremad,resnet_se,loso,2,49,success
974,cremad__resnet_se__loso__s2__f050,cremad,resnet_se,loso,2,50,success
975,cremad__resnet_se__loso__s2__f051,cremad,resnet_se,loso,2,51,success
976,cremad__resnet_se__loso__s2__f052,cremad,resnet_se,loso,2,52,success
977,cremad__resnet_se__loso__s2__f053,cremad,resnet_se,loso,2,53,success
978,cremad__resnet_se__loso__s2__f054,cremad,resnet_se,loso,2,54,success
979,cremad__resnet_se__loso__s2__f055,cremad,resnet_se,loso,2,55,success
980,cremad__resnet_se__loso__s2__f056,cremad,resnet_se,loso,2,56,success
981,cremad__resnet_se__loso__s2__f057,cremad,resnet_se,loso,2,57,success
982,cremad__resnet_se__loso__s2__f058,cremad,resnet_se,loso,2,58,success
983,cremad__resnet_se__loso__s2__f059,cremad,resnet_se,loso,2,59,success
984,cremad__resnet_se__loso__s2__f060,cremad,resnet_se,loso,2,60,success
985,cremad__resnet_se__loso__s2__f061,cremad,resnet_se,loso,2,61,success
986,cremad__resnet_se__loso__s2__f062,cremad,resnet_se,loso,2,62,success
987,cremad__resnet_se__loso__s2__f063,cremad,resnet_se,loso,2,63,success
988,cremad__resnet_se__loso__s2__f064,cremad,resnet_se,loso,2,64,success
989,cremad__resnet_se__loso__s2__f065,cremad,resnet_se,loso,2,65,success
990,cremad__resnet_se__loso__s2__f066,cremad,resnet_se,loso,2,66,success
991,cremad__resnet_se__loso__s2__f067,cremad,resnet_se,loso,2,67,success
992,cremad__resnet_se__loso__s2__f068,cremad,resnet_se,loso,2,68,success
993,cremad__resnet_se__loso__s2__f069,cremad,resnet_se,loso,2,69,success
994,cremad__resnet_se__loso__s2__f070,cremad,resnet_se,loso,2,70,success
995,cremad__resnet_se__loso__s2__f071,cremad,resnet_se,loso,2,71,success
996,cremad__resnet_se__loso__s2__f072,cremad,resnet_se,loso,2,72,success
997,cremad__resnet_se__loso__s2__f073,cremad,resnet_se,loso,2,73,success
998,cremad__resnet_se__loso__s2__f074,cremad,resnet_se,loso,2,74,success
999,cremad__resnet_se__loso__s2__f075,cremad,resnet_se,loso,2,75,success
1000,cremad__resnet_se__loso__s2__f076,cremad,resnet_se,loso,2,76,success
1001,cremad__resnet_se__loso__s2__f077,cremad,resnet_se,loso,2,77,success
1002,cremad__resnet_se__loso__s2__f078,cremad,resnet_se,loso,2,78,success
1003,cremad__resnet_se__loso__s2__f079,cremad,resnet_se,loso,2,79,success
1004,cremad__resnet_se__loso__s2__f080,cremad,resnet_se,loso,2,80,success
1005,cremad__resnet_se__loso__s2__f081,cremad,resnet_se,loso,2,81,success
1006,cremad__resnet_se__loso__s2__f082,cremad,resnet_se,loso,2,82,success
1007,cremad__resnet_se__loso__s2__f083,cremad,resnet_se,loso,2,83,success
1008,cremad__resnet_se__loso__s2__f084,cremad,resnet_se,loso,2,84,success
1009,cremad__resnet_se__loso__s2__f085,cremad,resnet_se,loso,2,85,success
1010,cremad__resnet_se__loso__s2__f086,cremad,resnet_se,loso,2,86,success
1011,cremad__resnet_se__loso__s2__f087,cremad,resnet_se,loso,2,87,success
1012,cremad__resnet_se__loso__s2__f088,cremad,resnet_se,loso,2,88,success
1013,cremad__resnet_se__loso__s2__f089,cremad,resnet_se,loso,2,89,success
1014,cremad__resnet_se__loso__s2__f090,cremad,resnet_se,loso,2,90,success
1015,cremad__transformer__random__s0__f000,cremad,transformer,random,0,0,success
1016,cremad__transformer__random__s0__f001,cremad,transformer,random,0,1,success
1017,cremad__transformer__random__s0__f002,cremad,transformer,random,0,2,success
1018,cremad__transformer__random__s0__f003,cremad,transformer,random,0,3,success
1019,cremad__transformer__random__s0__f004,cremad,transformer,random,0,4,success
1020,cremad__transformer__random__s1__f000,cremad,transformer,random,1,0,success
1021,cremad__transformer__random__s1__f001,cremad,transformer,random,1,1,success
1022,cremad__transformer__random__s1__f002,cremad,transformer,random,1,2,success
1023,cremad__transformer__random__s1__f003,cremad,transformer,random,1,3,success
1024,cremad__transformer__random__s1__f004,cremad,transformer,random,1,4,success
1025,cremad__transformer__random__s2__f000,cremad,transformer,random,2,0,success
1026,cremad__transformer__random__s2__f001,cremad,transformer,random,2,1,success
1027,cremad__transformer__random__s2__f002,cremad,transformer,random,2,2,success
1028,cremad__transformer__random__s2__f003,cremad,transformer,random,2,3,success
1029,cremad__transformer__random__s2__f004,cremad,transformer,random,2,4,success
1030,cremad__transformer__groupkfold__s0__f000,cremad,transformer,groupkfold,0,0,success
1031,cremad__transformer__groupkfold__s0__f001,cremad,transformer,groupkfold,0,1,success
1032,cremad__transformer__groupkfold__s0__f002,cremad,transformer,groupkfold,0,2,success
1033,cremad__transformer__groupkfold__s0__f003,cremad,transformer,groupkfold,0,3,success
1034,cremad__transformer__groupkfold__s0__f004,cremad,transformer,groupkfold,0,4,success
1035,cremad__transformer__groupkfold__s1__f000,cremad,transformer,groupkfold,1,0,success
1036,cremad__transformer__groupkfold__s1__f001,cremad,transformer,groupkfold,1,1,success
1037,cremad__transformer__groupkfold__s1__f002,cremad,transformer,groupkfold,1,2,success
1038,cremad__transformer__groupkfold__s1__f003,cremad,transformer,groupkfold,1,3,success
1039,cremad__transformer__groupkfold__s1__f004,cremad,transformer,groupkfold,1,4,success
1040,cremad__transformer__groupkfold__s2__f000,cremad,transformer,groupkfold,2,0,success
1041,cremad__transformer__groupkfold__s2__f001,cremad,transformer,groupkfold,2,1,success
1042,cremad__transformer__groupkfold__s2__f002,cremad,transformer,groupkfold,2,2,success
1043,cremad__transformer__groupkfold__s2__f003,cremad,transformer,groupkfold,2,3,success
1044,cremad__transformer__groupkfold__s2__f004,cremad,transformer,groupkfold,2,4,success
1045,cremad__transformer__loso__s0__f000,cremad,transformer,loso,0,0,success
1046,cremad__transformer__loso__s0__f001,cremad,transformer,loso,0,1,success
1047,cremad__transformer__loso__s0__f002,cremad,transformer,loso,0,2,success
1048,cremad__transformer__loso__s0__f003,cremad,transformer,loso,0,3,success
1049,cremad__transformer__loso__s0__f004,cremad,transformer,loso,0,4,success
1050,cremad__transformer__loso__s0__f005,cremad,transformer,loso,0,5,success
1051,cremad__transformer__loso__s0__f006,cremad,transformer,loso,0,6,success
1052,cremad__transformer__loso__s0__f007,cremad,transformer,loso,0,7,success
1053,cremad__transformer__loso__s0__f008,cremad,transformer,loso,0,8,success
1054,cremad__transformer__loso__s0__f009,cremad,transformer,loso,0,9,success
1055,cremad__transformer__loso__s0__f010,cremad,transformer,loso,0,10,success
1056,cremad__transformer__loso__s0__f011,cremad,transformer,loso,0,11,success
1057,cremad__transformer__loso__s0__f012,cremad,transformer,loso,0,12,success
1058,cremad__transformer__loso__s0__f013,cremad,transformer,loso,0,13,success
1059,cremad__transformer__loso__s0__f014,cremad,transformer,loso,0,14,success
1060,cremad__transformer__loso__s0__f015,cremad,transformer,loso,0,15,success
1061,cremad__transformer__loso__s0__f016,cremad,transformer,loso,0,16,success
1062,cremad__transformer__loso__s0__f017,cremad,transformer,loso,0,17,success
1063,cremad__transformer__loso__s0__f018,cremad,transformer,loso,0,18,success
1064,cremad__transformer__loso__s0__f019,cremad,transformer,loso,0,19,success
1065,cremad__transformer__loso__s0__f020,cremad,transformer,loso,0,20,success
1066,cremad__transformer__loso__s0__f021,cremad,transformer,loso,0,21,success
1067,cremad__transformer__loso__s0__f022,cremad,transformer,loso,0,22,success
1068,cremad__transformer__loso__s0__f023,cremad,transformer,loso,0,23,success
1069,cremad__transformer__loso__s0__f024,cremad,transformer,loso,0,24,success
1070,cremad__transformer__loso__s0__f025,cremad,transformer,loso,0,25,success
1071,cremad__transformer__loso__s0__f026,cremad,transformer,loso,0,26,success
1072,cremad__transformer__loso__s0__f027,cremad,transformer,loso,0,27,success
1073,cremad__transformer__loso__s0__f028,cremad,transformer,loso,0,28,success
1074,cremad__transformer__loso__s0__f029,cremad,transformer,loso,0,29,success
1075,cremad__transformer__loso__s0__f030,cremad,transformer,loso,0,30,success
1076,cremad__transformer__loso__s0__f031,cremad,transformer,loso,0,31,success
1077,cremad__transformer__loso__s0__f032,cremad,transformer,loso,0,32,success
1078,cremad__transformer__loso__s0__f033,cremad,transformer,loso,0,33,success
1079,cremad__transformer__loso__s0__f034,cremad,transformer,loso,0,34,success
1080,cremad__transformer__loso__s0__f035,cremad,transformer,loso,0,35,success
1081,cremad__transformer__loso__s0__f036,cremad,transformer,loso,0,36,success
1082,cremad__transformer__loso__s0__f037,cremad,transformer,loso,0,37,success
1083,cremad__transformer__loso__s0__f038,cremad,transformer,loso,0,38,success
