method,fold,rotation,draw,policy,n_test_people_expected,n_test_people_used,nn1_mean,nn1_max,nn3_mean
actual_test_query_neutral_available,2,2,1,C,19,19,0.6545396792440912,0.8059033364705851,0.7112260829303317
matched_eight_train_prompts_complete,2,2,1,R,19,19,0.5935413368382498,0.7411221141862079,0.6596555630730512
actual_test_query_neutral_available,2,2,1,R,19,19,0.6315901806036359,0.7301376047328408,0.6890136082883132
matched_eight_train_prompts_complete,2,2,1,U,19,19,0.5874142008193399,0.7375139514133383,0.6508691783186491
actual_test_query_neutral_available,2,2,1,U,19,19,0.6382117752037035,0.7584152512866535,0.6848528130169879
matched_eight_train_prompts_complete,2,2,2,C,19,19,0.609384985287134,0.7411221141862079,0.679230056342064
actual_test_query_neutral_available,2,2,2,C,19,19,0.6545396792440912,0.8059033364705851,0.7112260829303317
matched_eight_train_prompts_complete,2,2,2,R,19,19,0.5935413368382498,0.7411221141862079,0.6596555630730512
actual_test_query_neutral_available,2,2,2,R,19,19,0.6315901806036359,0.7301376047328408,0.6890136082883132
matched_eight_train_prompts_complete,2,2,2,U,19,19,0.5873798294052557,0.7813262729360546,0.6496802243210146
actual_test_query_neutral_available,2,2,2,U,19,19,0.631135754541721,0.8304977966849045,0.682489886905977
matched_eight_train_prompts_complete,2,3,0,C,19,18,0.6238004145765083,0.7816729310896224,0.688427682728784
actual_test_query_neutral_available,2,3,0,C,19,19,0.6953968994472984,0.8307017047289188,0.7489131588722653
matched_eight_train_prompts_complete,2,3,0,R,19,18,0.6116497819705444,0.7605316857821086,0.6667215613208357
actual_test_query_neutral_available,2,3,0,R,19,19,0.6807556073926931,0.8062934031921072,0.7232356934785585
matched_eight_train_prompts_complete,2,3,0,U,19,18,0.6341725941386057,0.7508130888952809,0.6922985705446062
actual_test_query_neutral_available,2,3,0,U,19,19,0.6864365710901241,0.8062934031921072,0.7332021095970401
matched_eight_train_prompts_complete,2,3,1,C,19,18,0.6238004145765083,0.7816729310896224,0.688427682728784
actual_test_query_neutral_available,2,3,1,C,19,19,0.6953968994472984,0.8307017047289188,0.7489131588722653
matched_eight_train_prompts_complete,2,3,1,R,19,18,0.6116497819705444,0.7605316857821086,0.6667215613208357
actual_test_query_neutral_available,2,3,1,R,19,19,0.6807556073926931,0.8062934031921072,0.7232356934785585
matched_eight_train_prompts_complete,2,3,1,U,19,18,0.6228357554882704,0.7823777366960214,0.6899589864247262
actual_test_query_neutral_available,2,3,1,U,19,19,0.6931468809474651,0.7997507550466295,0.7460331402234327
matched_eight_train_prompts_complete,2,3,2,C,19,18,0.6238004145765083,0.7816729310896224,0.688427682728784
actual_test_query_neutral_available,2,3,2,C,19,19,0.6953968994472984,0.8307017047289188,0.7489131588722653
matched_eight_train_prompts_complete,2,3,2,R,19,18,0.6116497819705444,0.7605316857821086,0.6667215613208357
actual_test_query_neutral_available,2,3,2,R,19,19,0.6807556073926931,0.8062934031921072,0.7232356934785585
matched_eight_train_prompts_complete,2,3,2,U,19,18,0.6198648842097864,0.7784777936407481,0.6680154209066452
actual_test_query_neutral_available,2,3,2,U,19,19,0.6839064251100059,0.8068064987250911,0.7364250645913247
matched_eight_train_prompts_complete,2,4,0,C,19,18,0.6348753195014384,0.7699905609626692,0.6946858234961389
actual_test_query_neutral_available,2,4,0,C,19,19,0.6683907946652713,0.7910440930467417,0.7154490020886556
matched_eight_train_prompts_complete,2,4,0,R,19,18,0.5810230293216356,0.737446120133199,0.6504811625677901
actual_test_query_neutral_available,2,4,0,R,19,19,0.6498614690028581,0.7940114932207551,0.6913564855179563
matched_eight_train_prompts_complete,2,4,0,U,19,18,0.6140948049463084,0.7643844540165983,0.6791334066252532
actual_test_query_neutral_available,2,4,0,U,19,19,0.6558113110540392,0.7706629825543366,0.7044560657405251
matched_eight_train_prompts_complete,2,4,1,C,19,18,0.6348753195014384,0.7699905609626692,0.6946858234961389
actual_test_query_neutral_available,2,4,1,C,19,19,0.6683907946652713,0.7910440930467417,0.7154490020886556
matched_eight_train_prompts_complete,2,4,1,R,19,18,0.5810230293216356,0.737446120133199,0.6504811625677901
actual_test_query_neutral_available,2,4,1,R,19,19,0.6498614690028581,0.7940114932207551,0.6913564855179563
matched_eight_train_prompts_complete,2,4,1,U,19,18,0.6074034444842161,0.7663448861205598,0.6686918031332606
actual_test_query_neutral_available,2,4,1,U,19,19,0.6523215708311318,0.7736853478797874,0.6947942888605373
matched_eight_train_prompts_complete,2,4,2,C,19,18,0.6348753195014384,0.7699905609626692,0.6946858234961389
actual_test_query_neutral_available,2,4,2,C,19,19,0.6683907946652713,0.7910440930467417,0.7154490020886556
matched_eight_train_prompts_complete,2,4,2,R,19,18,0.5810230293216356,0.737446120133199,0.6504811625677901
actual_test_query_neutral_available,2,4,2,R,19,19,0.6498614690028581,0.7940114932207551,0.6913564855179563
matched_eight_train_prompts_complete,2,4,2,U,19,18,0.5980184785368896,0.7430931746653199,0.6637927583109734
actual_test_query_neutral_available,2,4,2,U,19,19,0.6677248565539611,0.7940114932207551,0.7058612550590884
matched_eight_train_prompts_complete,2,5,0,C,19,18,0.6167719692305696,0.7566388187772982,0.6793187688694036
actual_test_query_neutral_available,2,5,0,C,19,19,0.6839339467870295,0.8091234680310257,0.7370907817714679
matched_eight_train_prompts_complete,2,5,0,R,19,18,0.615220112956375,0.7342571798259716,0.6660848325789472
actual_test_query_neutral_available,2,5,0,R,19,19,0.6570679570925797,0.7827215883110429,0.721199189646578
matched_eight_train_prompts_complete,2,5,0,U,19,18,0.617505143661547,0.7898369749661875,0.6775993782264679
actual_test_query_neutral_available,2,5,0,U,19,19,0.675536423426446,0.8394233080052628,0.728037129701133
matched_eight_train_prompts_complete,2,5,1,C,19,18,0.6167719692305696,0.7566388187772982,0.6793187688694036
actual_test_query_neutral_available,2,5,1,C,19,19,0.6839339467870295,0.8091234680310257,0.7370907817714679
matched_eight_train_prompts_complete,2,5,1,R,19,18,0.615220112956375,0.7342571798259716,0.6660848325789472
actual_test_query_neutral_available,2,5,1,R,19,19,0.6570679570925797,0.7827215883110429,0.721199189646578
matched_eight_train_prompts_complete,2,5,1,U,19,18,0.6113716263680773,0.7226359631282426,0.6788517752579479
actual_test_query_neutral_available,2,5,1,U,19,19,0.6759815899226761,0.7827215883110429,0.7315578115611489
matched_eight_train_prompts_complete,2,5,2,C,19,18,0.6167719692305696,0.7566388187772982,0.6793187688694036
actual_test_query_neutral_available,2,5,2,C,19,19,0.6839339467870295,0.8091234680310257,0.7370907817714679
matched_eight_train_prompts_complete,2,5,2,R,19,18,0.615220112956375,0.7342571798259716,0.6660848325789472
actual_test_query_neutral_available,2,5,2,R,19,19,0.6570679570925797,0.7827215883110429,0.721199189646578
matched_eight_train_prompts_complete,2,5,2,U,19,18,0.6091819193176142,0.7761446387926039,0.6715720501540874
actual_test_query_neutral_available,2,5,2,U,19,19,0.6774661245652943,0.8416067557810324,0.7254229781463717
matched_eight_train_prompts_complete,3,0,0,C,17,15,0.5891888048194845,0.7318715491739882,0.6643368398748603
actual_test_query_neutral_available,3,0,0,C,17,17,0.6202240907408303,0.7394617019983949,0.6937427852425204
matched_eight_train_prompts_complete,3,0,0,R,17,15,0.5449378219665976,0.7140516662932817,0.6262671593204836
actual_test_query_neutral_available,3,0,0,R,17,17,0.5956326378364818,0.7706387823349141,0.6657828811866056
matched_eight_train_prompts_complete,3,0,0,U,17,15,0.5873884336322177,0.7318715491739882,0.6471625639101399
actual_test_query_neutral_available,3,0,0,U,17,17,0.6380669312507542,0.7577944816507707,0.6901490028854617
matched_eight_train_prompts_complete,3,0,1,C,17,15,0.5891888048194845,0.7318715491739882,0.6643368398748603
actual_test_query_neutral_available,3,0,1,C,17,17,0.6202240907408303,0.7394617019983949,0.6937427852425204
matched_eight_train_prompts_complete,3,0,1,R,17,15,0.5449378219665976,0.7140516662932817,0.6262671593204836
actual_test_query_neutral_available,3,0,1,R,17,17,0.5956326378364818,0.7706387823349141,0.6657828811866056
matched_eight_train_prompts_complete,3,0,1,U,17,15,0.5942467334102532,0.7336010190574438,0.6514908953239673
actual_test_query_neutral_available,3,0,1,U,17,17,0.6243186854110447,0.8113969035796749,0.6867776946233137
matched_eight_train_prompts_complete,3,0,2,C,17,15,0.5891888048194845,0.7318715491739882,0.6643368398748603
actual_test_query_neutral_available,3,0,2,C,17,17,0.6202240907408303,0.7394617019983949,0.6937427852425204
matched_eight_train_prompts_complete,3,0,2,R,17,15,0.5449378219665976,0.7140516662932817,0.6262671593204836
actual_test_query_neutral_available,3,0,2,R,17,17,0.5956326378364818,0.7706387823349141,0.6657828811866056
matched_eight_train_prompts_complete,3,0,2,U,17,15,0.5657173532239637,0.7359085019794065,0.6425141802264608
actual_test_query_neutral_available,3,0,2,U,17,17,0.6182910360481313,0.8021228658841948,0.6845026256464208
matched_eight_train_prompts_complete,3,1,0,C,17,14,0.5763708269164914,0.7499544761239867,0.6441744912239928
actual_test_query_neutral_available,3,1,0,C,17,17,0.6466190258723619,0.7828805821256846,0.7144125806834547
matched_eight_train_prompts_complete,3,1,0,R,17,14,0.5291803346926616,0.7290243147546696,0.6036746938281381
actual_test_query_neutral_available,3,1,0,R,17,17,0.6103260524557559,0.7831899826391733,0.6789114445989934
matched_eight_train_prompts_complete,3,1,0,U,17,14,0.5687607851832402,0.7389475655029167,0.6253792118215766
actual_test_query_neutral_available,3,1,0,U,17,17,0.6285126310923185,0.7854305600252711,0.6871327465103678
matched_eight_train_prompts_complete,3,1,1,C,17,14,0.5763708269164914,0.7499544761239867,0.6441744912239928
actual_test_query_neutral_available,3,1,1,C,17,17,0.6466190258723619,0.7828805821256846,0.7144125806834547
matched_eight_train_prompts_complete,3,1,1,R,17,14,0.5291803346926616,0.7290243147546696,0.6036746938281381
actual_test_query_neutral_available,3,1,1,R,17,17,0.6103260524557559,0.7831899826391733,0.6789114445989934
matched_eight_train_prompts_complete,3,1,1,U,17,14,0.5525050829082702,0.7389475655029167,0.6185230664242388
actual_test_query_neutral_available,3,1,1,U,17,17,0.6220155681673482,0.7868524574500849,0.6928900825151971
matched_eight_train_prompts_complete,3,1,2,C,17,14,0.5763708269164914,0.7499544761239867,0.6441744912239928
actual_test_query_neutral_available,3,1,2,C,17,17,0.6466190258723619,0.7828805821256846,0.7144125806834547
matched_eight_train_prompts_complete,3,1,2,R,17,14,0.5291803346926616,0.7290243147546696,0.6036746938281381
actual_test_query_neutral_available,3,1,2,R,17,17,0.6103260524557559,0.7831899826391733,0.6789114445989934
matched_eight_train_prompts_complete,3,1,2,U,17,14,0.5624579224829991,0.7263369261550905,0.6139745733781762
actual_test_query_neutral_available,3,1,2,U,17,17,0.614786191550469,0.7949757942496997,0.6702554276456524
matched_eight_train_prompts_complete,3,2,0,C,17,17,0.6011852469931389,0.7549374648606505,0.6547348693018291
actual_test_query_neutral_available,3,2,0,C,17,17,0.6504215354679813,0.7988914251377013,0.6998918236485538
matched_eight_train_prompts_complete,3,2,0,R,17,17,0.5400397843964805,0.7406107299029665,0.6093606990194786
actual_test_query_neutral_available,3,2,0,R,17,17,0.6005643403048866,0.726873982284952,0.6650147554479844
matched_eight_train_prompts_complete,3,2,0,U,17,17,0.5567808362833622,0.7406107299029665,0.6206437931880346
actual_test_query_neutral_available,3,2,0,U,17,17,0.6091728724486891,0.7561521142961622,0.6615430150773595
matched_eight_train_prompts_complete,3,2,1,C,17,17,0.6011852469931389,0.7549374648606505,0.6547348693018291
actual_test_query_neutral_available,3,2,1,C,17,17,0.6504215354679813,0.7988914251377013,0.6998918236485538
matched_eight_train_prompts_complete,3,2,1,R,17,17,0.5400397843964805,0.7406107299029665,0.6093606990194786
actual_test_query_neutral_available,3,2,1,R,17,17,0.6005643403048866,0.726873982284952,0.6650147554479844
matched_eight_train_prompts_complete,3,2,1,U,17,17,0.5572230355549626,0.7536758137399119,0.6246076048035537
actual_test_query_neutral_available,3,2,1,U,17,17,0.6076652543414144,0.8383660574606221,0.6643402208049846
matched_eight_train_prompts_complete,3,2,2,C,17,17,0.6011852469931389,0.7549374648606505,0.6547348693018291
actual_test_query_neutral_available,3,2,2,C,17,17,0.6504215354679813,0.7988914251377013,0.6998918236485538
matched_eight_train_prompts_complete,3,2,2,R,17,17,0.5400397843964805,0.7406107299029665,0.6093606990194786
actual_test_query_neutral_available,3,2,2,R,17,17,0.6005643403048866,0.726873982284952,0.6650147554479844
matched_eight_train_prompts_complete,3,2,2,U,17,17,0.5488881692826949,0.7411221141862079,0.6144869647987764
actual_test_query_neutral_available,3,2,2,U,17,17,0.6105242109578574,0.7764783625627443,0.6745262673232661
matched_eight_train_prompts_complete,3,3,0,C,17,16,0.5815897716015234,0.7508402248357559,0.6580352763025921
actual_test_query_neutral_available,3,3,0,C,17,17,0.6704564835383939,0.7922999672062789,0.7257376116107221
matched_eight_train_prompts_complete,3,3,0,R,17,16,0.5368201092900711,0.713765829336483,0.6250783562675901
actual_test_query_neutral_available,3,3,0,R,17,17,0.6254345664061027,0.7802677449998418,0.6890336340893467
matched_eight_train_prompts_complete,3,3,0,U,17,16,0.5680163200023496,0.7560222815608265,0.630056423011922
actual_test_query_neutral_available,3,3,0,U,17,17,0.6438507558171244,0.7802677449998418,0.6934606182632813
matched_eight_train_prompts_complete,3,3,1,C,17,16,0.5815897716015234,0.7508402248357559,0.6580352763025921
actual_test_query_neutral_available,3,3,1,C,17,17,0.6704564835383939,0.7922999672062789,0.7257376116107221
matched_eight_train_prompts_complete,3,3,1,R,17,16,0.5368201092900711,0.713765829336483,0.6250783562675901
actual_test_query_neutral_available,3,3,1,R,17,17,0.6254345664061027,0.7802677449998418,0.6890336340893467
matched_eight_train_prompts_complete,3,3,1,U,17,16,0.5602508698195645,0.713765829336483,0.6348596205102006
actual_test_query_neutral_available,3,3,1,U,17,17,0.6337817930111456,0.7802677449998418,0.6963069297627772
matched_eight_train_prompts_complete,3,3,2,C,17,16,0.5815897716015234,0.7508402248357559,0.6580352763025921
actual_test_query_neutral_available,3,3,2,C,17,17,0.6704564835383939,0.7922999672062789,0.7257376116107221
matched_eight_train_prompts_complete,3,3,2,R,17,16,0.5368201092900711,0.713765829336483,0.6250783562675901
actual_test_query_neutral_available,3,3,2,R,17,17,0.6254345664061027,0.7802677449998418,0.6890336340893467
matched_eight_train_prompts_complete,3,3,2,U,17,16,0.5477790433886487,0.713765829336483,0.6049538869510693
actual_test_query_neutral_available,3,3,2,U,17,17,0.6087863073664782,0.7852906355190018,0.6730709491870533
matched_eight_train_prompts_complete,3,4,0,C,17,14,0.585655362372264,0.738156914427158,0.661847738028937
actual_test_query_neutral_available,3,4,0,C,17,17,0.6567372676479051,0.7832209279983183,0.7038025368349792
matched_eight_train_prompts_complete,3,4,0,R,17,14,0.548319209064333,0.7194803030661245,0.6232525896509619
actual_test_query_neutral_available,3,4,0,R,17,17,0.5970553360013895,0.7832209279983183,0.6749250149546923
matched_eight_train_prompts_complete,3,4,0,U,17,14,0.5799608959281833,0.7571266821811216,0.636016836193636
actual_test_query_neutral_available,3,4,0,U,17,17,0.6246143605001668,0.7994662605296912,0.6846635043805351
matched_eight_train_prompts_complete,3,4,1,C,17,14,0.585655362372264,0.738156914427158,0.661847738028937
actual_test_query_neutral_available,3,4,1,C,17,17,0.6567372676479051,0.7832209279983183,0.7038025368349792
matched_eight_train_prompts_complete,3,4,1,R,17,14,0.548319209064333,0.7194803030661245,0.6232525896509619
actual_test_query_neutral_available,3,4,1,R,17,17,0.5970553360013895,0.7832209279983183,0.6749250149546923
matched_eight_train_prompts_complete,3,4,1,U,17,14,0.556246317901567,0.754334583774579,0.626739372069458
actual_test_query_neutral_available,3,4,1,U,17,17,0.5959630637308626,0.7969201509473521,0.6649191249527939
matched_eight_train_prompts_complete,3,4,2,C,17,14,0.585655362372264,0.738156914427158,0.661847738028937
actual_test_query_neutral_available,3,4,2,C,17,17,0.6567372676479051,0.7832209279983183,0.7038025368349792
matched_eight_train_prompts_complete,3,4,2,R,17,14,0.548319209064333,0.7194803030661245,0.6232525896509619
actual_test_query_neutral_available,3,4,2,R,17,17,0.5970553360013895,0.7832209279983183,0.6749250149546923
matched_eight_train_prompts_complete,3,4,2,U,17,14,0.550525403211068,0.7194803030661245,0.6152510852670883
actual_test_query_neutral_available,3,4,2,U,17,17,0.6046248030263981,0.7832209279983183,0.6569378467087446
matched_eight_train_prompts_complete,3,5,0,C,17,15,0.6094669169928619,0.749165686242637,0.6730504694017537
actual_test_query_neutral_available,3,5,0,C,17,17,0.6744894147569998,0.8230448844516052,0.7361188881828262
matched_eight_train_prompts_complete,3,5,0,R,17,15,0.5465173813221209,0.7284114049609414,0.6154716456855098
actual_test_query_neutral_available,3,5,0,R,17,17,0.6385629125022647,0.8230448844516052,0.6924042801350867
matched_eight_train_prompts_complete,3,5,0,U,17,15,0.5722272648327674,0.749165686242637,0.6420714741340231
actual_test_query_neutral_available,3,5,0,U,17,17,0.6470341455245991,0.7762224993150145,0.698901089340284
matched_eight_train_prompts_complete,3,5,1,C,17,15,0.6094669169928619,0.749165686242637,0.6730504694017537
actual_test_query_neutral_available,3,5,1,C,17,17,0.6744894147569998,0.8230448844516052,0.7361188881828262
matched_eight_train_prompts_complete,3,5,1,R,17,15,0.5465173813221209,0.7284114049609414,0.6154716456855098
actual_test_query_neutral_available,3,5,1,R,17,17,0.6385629125022647,0.8230448844516052,0.6924042801350867
matched_eight_train_prompts_complete,3,5,1,U,17,15,0.562592707373492,0.692832223426318,0.6157809633803727
actual_test_query_neutral_available,3,5,1,U,17,17,0.6423450701544009,0.7814212057409461,0.6917144330539026
matched_eight_train_prompts_complete,3,5,2,C,17,15,0.6094669169928619,0.749165686242637,0.6730504694017537
actual_test_query_neutral_available,3,5,2,C,17,17,0.6744894147569998,0.8230448844516052,0.7361188881828262
matched_eight_train_prompts_complete,3,5,2,R,17,15,0.5465173813221209,0.7284114049609414,0.6154716456855098
actual_test_query_neutral_available,3,5,2,R,17,17,0.6385629125022647,0.8230448844516052,0.6924042801350867
matched_eight_train_prompts_complete,3,5,2,U,17,15,0.5573190721576212,0.7543837082507249,0.6312951486487355
actual_test_query_neutral_available,3,5,2,U,17,17,0.6382247450703402,0.8103989771680924,0.7041095394496228
matched_eight_train_prompts_complete,4,0,0,C,17,16,0.6027986067327068,0.7496838673365973,0.6700128945343318
actual_test_query_neutral_available,4,0,0,C,17,17,0.621982770514761,0.8253436066942346,0.6985823130795191
matched_eight_train_prompts_complete,4,0,0,R,17,16,0.5983017943090281,0.7856744979795032,0.6585598268791211
actual_test_query_neutral_available,4,0,0,R,17,17,0.6459791916123254,0.8136705218292755,0.7055110601640511
matched_eight_train_prompts_complete,4,0,0,U,17,16,0.5917411887561671,0.7795473926826058,0.6599229169531098
actual_test_query_neutral_available,4,0,0,U,17,17,0.6395514236831122,0.7734799309931518,0.6994982354727074
matched_eight_train_prompts_complete,4,0,1,C,17,16,0.6027986067327068,0.7496838673365973,0.6700128945343318
actual_test_query_neutral_available,4,0,1,C,17,17,0.621982770514761,0.8253436066942346,0.6985823130795191
matched_eight_train_prompts_complete,4,0,1,R,17,16,0.5983017943090281,0.7856744979795032,0.6585598268791211
actual_test_query_neutral_available,4,0,1,R,17,17,0.6459791916123254,0.8136705218292755,0.7055110601640511
matched_eight_train_prompts_complete,4,0,1,U,17,16,0.5680496513669555,0.7856744979795032,0.6447111285542668
actual_test_query_neutral_available,4,0,1,U,17,17,0.6337699583663727,0.8136705218292755,0.6967100857928377
matched_eight_train_prompts_complete,4,0,2,C,17,16,0.6027986067327068,0.7496838673365973,0.6700128945343318
actual_test_query_neutral_available,4,0,2,C,17,17,0.621982770514761,0.8253436066942346,0.6985823130795191
matched_eight_train_prompts_complete,4,0,2,R,17,16,0.5983017943090281,0.7856744979795032,0.6585598268791211
actual_test_query_neutral_available,4,0,2,R,17,17,0.6459791916123254,0.8136705218292755,0.7055110601640511
matched_eight_train_prompts_complete,4,0,2,U,17,16,0.5883739701178922,0.7512190795365519,0.6543867085256336
actual_test_query_neutral_available,4,0,2,U,17,17,0.6400831081266144,0.8010264525467943,0.7080717385255104
matched_eight_train_prompts_complete,4,1,0,C,17,16,0.6175013981272799,0.7536876176097332,0.6819032004638629
actual_test_query_neutral_available,4,1,0,C,17,17,0.6696261696417746,0.7764067791358835,0.7237235133919001
matched_eight_train_prompts_complete,4,1,0,R,17,16,0.5787147035526269,0.7245808385096282,0.6395993296091003
actual_test_query_neutral_available,4,1,0,R,17,17,0.6363021631030858,0.7403696806903837,0.6877210322610108
matched_eight_train_prompts_complete,4,1,0,U,17,16,0.5922569472236858,0.7245808385096282,0.6482553045343078
actual_test_query_neutral_available,4,1,0,U,17,17,0.6399524118070946,0.74414324523931,0.6966862539407732
matched_eight_train_prompts_complete,4,1,1,C,17,16,0.6175013981272799,0.7536876176097332,0.6819032004638629
actual_test_query_neutral_available,4,1,1,C,17,17,0.6696261696417746,0.7764067791358835,0.7237235133919001
matched_eight_train_prompts_complete,4,1,1,R,17,16,0.5787147035526269,0.7245808385096282,0.6395993296091003
actual_test_query_neutral_available,4,1,1,R,17,17,0.6363021631030858,0.7403696806903837,0.6877210322610108
matched_eight_train_prompts_complete,4,1,1,U,17,16,0.5915514431486967,0.7536876176097332,0.644824207007541
actual_test_query_neutral_available,4,1,1,U,17,17,0.6443419716494098,0.7807268681991566,0.6977511909929528
matched_eight_train_prompts_complete,4,1,2,C,17,16,0.6175013981272799,0.7536876176097332,0.6819032004638629
actual_test_query_neutral_available,4,1,2,C,17,17,0.6696261696417746,0.7764067791358835,0.7237235133919001
matched_eight_train_prompts_complete,4,1,2,R,17,16,0.5787147035526269,0.7245808385096282,0.6395993296091003
actual_test_query_neutral_available,4,1,2,R,17,17,0.6363021631030858,0.7403696806903837,0.6877210322610108
matched_eight_train_prompts_complete,4,1,2,U,17,16,0.6121701030150921,0.7950156351355944,0.66614891923538
actual_test_query_neutral_available,4,1,2,U,17,17,0.647988603672956,0.8117983391528041,0.7036822856783813
matched_eight_train_prompts_complete,4,2,0,C,17,16,0.6272363152037163,0.7614802060544454,0.6782314852049962
actual_test_query_neutral_available,4,2,0,C,17,17,0.6525332381403159,0.7865238637240566,0.7127841077353622
matched_eight_train_prompts_complete,4,2,0,R,17,16,0.5727803369370951,0.7711810645992812,0.6368526720587886
actual_test_query_neutral_available,4,2,0,R,17,17,0.6072088216877767,0.7865238637240566,0.6714798195905279
matched_eight_train_prompts_complete,4,2,0,U,17,16,0.564344573710946,0.7614802060544454,0.6371296125163246
actual_test_query_neutral_available,4,2,0,U,17,17,0.5937919340783868,0.8062547845320822,0.673340241119344
matched_eight_train_prompts_complete,4,2,1,C,17,16,0.6272363152037163,0.7614802060544454,0.6782314852049962
actual_test_query_neutral_available,4,2,1,C,17,17,0.6525332381403159,0.7865238637240566,0.7127841077353622
matched_eight_train_prompts_complete,4,2,1,R,17,16,0.5727803369370951,0.7711810645992812,0.6368526720587886
actual_test_query_neutral_available,4,2,1,R,17,17,0.6072088216877767,0.7865238637240566,0.6714798195905279
matched_eight_train_prompts_complete,4,2,1,U,17,16,0.5889513416947286,0.7719255854186584,0.6650839663118613
actual_test_query_neutral_available,4,2,1,U,17,17,0.6389604288788261,0.7856382468216463,0.6981395878334454
matched_eight_train_prompts_complete,4,2,2,C,17,16,0.6272363152037163,0.7614802060544454,0.6782314852049962
actual_test_query_neutral_available,4,2,2,C,17,17,0.6525332381403159,0.7865238637240566,0.7127841077353622
matched_eight_train_prompts_complete,4,2,2,R,17,16,0.5727803369370951,0.7711810645992812,0.6368526720587886
actual_test_query_neutral_available,4,2,2,R,17,17,0.6072088216877767,0.7865238637240566,0.6714798195905279
matched_eight_train_prompts_complete,4,2,2,U,17,16,0.6191767712869101,0.7679722627302827,0.666099949495587
actual_test_query_neutral_available,4,2,2,U,17,17,0.6332576670348989,0.7856382468216463,0.6823386617100828
matched_eight_train_prompts_complete,4,3,0,C,17,16,0.6596893096875969,0.7469817692696805,0.7068842411309871
actual_test_query_neutral_available,4,3,0,C,17,17,0.69821402216886,0.761894269497218,0.7496525587382072
matched_eight_train_prompts_complete,4,3,0,R,17,16,0.6216109605983997,0.782621640278929,0.6714648580360314
actual_test_query_neutral_available,4,3,0,R,17,17,0.6781063062760704,0.8201408949220101,0.7213325623694375
matched_eight_train_prompts_complete,4,3,0,U,17,16,0.6081257092569683,0.7787172678435388,0.6646611984186228
actual_test_query_neutral_available,4,3,0,U,17,17,0.6741369424740047,0.809901642105644,0.7226373172101719
matched_eight_train_prompts_complete,4,3,1,C,17,16,0.6596893096875969,0.7469817692696805,0.7068842411309871
actual_test_query_neutral_available,4,3,1,C,17,17,0.69821402216886,0.761894269497218,0.7496525587382072
matched_eight_train_prompts_complete,4,3,1,R,17,16,0.6216109605983997,0.782621640278929,0.6714648580360314
actual_test_query_neutral_available,4,3,1,R,17,17,0.6781063062760704,0.8201408949220101,0.7213325623694375
matched_eight_train_prompts_complete,4,3,1,U,17,16,0.6021723673633129,0.7669194015799007,0.6593947119863153
actual_test_query_neutral_available,4,3,1,U,17,17,0.6749881620152824,0.7988384861409843,0.712019255050871
matched_eight_train_prompts_complete,4,3,2,C,17,16,0.6596893096875969,0.7469817692696805,0.7068842411309871
actual_test_query_neutral_available,4,3,2,C,17,17,0.69821402216886,0.761894269497218,0.7496525587382072
matched_eight_train_prompts_complete,4,3,2,R,17,16,0.6216109605983997,0.782621640278929,0.6714648580360314
actual_test_query_neutral_available,4,3,2,R,17,17,0.6781063062760704,0.8201408949220101,0.7213325623694375
matched_eight_train_prompts_complete,4,3,2,U,17,16,0.6214143023007339,0.7876690460169625,0.6625198233021823
actual_test_query_neutral_available,4,3,2,U,17,17,0.6792234283189823,0.8533586432938083,0.719293055831929
matched_eight_train_prompts_complete,4,4,0,C,17,17,0.5991443085413434,0.738156914427158,0.6647166126788677
actual_test_query_neutral_available,4,4,0,C,17,17,0.6559314147144624,0.77281385384271,0.7206786912226513
matched_eight_train_prompts_complete,4,4,0,R,17,17,0.6022506504023758,0.760946276582525,0.6567200554527612
actual_test_query_neutral_available,4,4,0,R,17,17,0.6623820854611272,0.8337582389964798,0.7134777917222703
matched_eight_train_prompts_complete,4,4,0,U,17,17,0.6245805777948336,0.7455744027039679,0.6688157012535383
actual_test_query_neutral_available,4,4,0,U,17,17,0.6793902104866683,0.77281385384271,0.7261627628517843
matched_eight_train_prompts_complete,4,4,1,C,17,17,0.5991443085413434,0.738156914427158,0.6647166126788677
actual_test_query_neutral_available,4,4,1,C,17,17,0.6559314147144624,0.77281385384271,0.7206786912226513
matched_eight_train_prompts_complete,4,4,1,R,17,17,0.6022506504023758,0.760946276582525,0.6567200554527612
actual_test_query_neutral_available,4,4,1,R,17,17,0.6623820854611272,0.8337582389964798,0.7134777917222703
matched_eight_train_prompts_complete,4,4,1,U,17,17,0.5901902341077236,0.7485373303120204,0.6493847078444068
actual_test_query_neutral_available,4,4,1,U,17,17,0.6532659945416817,0.7855251997685239,0.7025635028150772
matched_eight_train_prompts_complete,4,4,2,C,17,17,0.5991443085413434,0.738156914427158,0.6647166126788677
actual_test_query_neutral_available,4,4,2,C,17,17,0.6559314147144624,0.77281385384271,0.7206786912226513
matched_eight_train_prompts_complete,4,4,2,R,17,17,0.6022506504023758,0.760946276582525,0.6567200554527612
actual_test_query_neutral_available,4,4,2,R,17,17,0.6623820854611272,0.8337582389964798,0.7134777917222703
matched_eight_train_prompts_complete,4,4,2,U,17,17,0.6032160396748345,0.7542502224922438,0.661734372248378
actual_test_query_neutral_available,4,4,2,U,17,17,0.6598679804770783,0.7805866781904308,0.7100415302219808
matched_eight_train_prompts_complete,4,5,0,C,17,16,0.6242714107247995,0.7535914552311485,0.6835163470209187
