level,model,replicate,variant,b,speaker,accepted_error,coverage,n,n_acc,n_err,n_err_acc,n_err_rej
cremad,wavlm_base_plus,r1s1,within_fold,0.3,1062,0.29508196721311475,0.7439024390243902,82,61,32,18,14
cremad,wavlm_base_plus,r1s1,within_fold,0.3,1063,0.20588235294117646,0.8292682926829268,82,68,20,14,6
cremad,wavlm_base_plus,r1s1,within_fold,0.3,1064,0.11940298507462686,0.8170731707317073,82,67,18,8,10
cremad,wavlm_base_plus,r1s1,within_fold,0.3,1065,0.18181818181818182,0.6707317073170732,82,55,26,10,16
cremad,wavlm_base_plus,r1s1,within_fold,0.3,1066,0.125,0.5853658536585366,82,48,25,6,19
cremad,wavlm_base_plus,r1s1,within_fold,0.3,1067,0.46938775510204084,0.5975609756097561,82,49,48,23,25
cremad,wavlm_base_plus,r1s1,within_fold,0.3,1068,0.24242424242424243,0.8048780487804879,82,66,27,16,11
cremad,wavlm_base_plus,r1s1,within_fold,0.3,1069,0.15789473684210525,0.6951219512195121,82,57,27,9,18
cremad,wavlm_base_plus,r1s1,within_fold,0.3,1070,0.1724137931034483,0.7073170731707317,82,58,28,10,18
cremad,wavlm_base_plus,r1s1,within_fold,0.3,1071,0.2549019607843137,0.6219512195121951,82,51,30,13,17
cremad,wavlm_base_plus,r1s1,within_fold,0.3,1072,0.18181818181818182,0.6707317073170732,82,55,24,10,14
cremad,wavlm_base_plus,r1s1,within_fold,0.3,1073,0.18604651162790697,0.524390243902439,82,43,23,8,15
cremad,wavlm_base_plus,r1s1,within_fold,0.3,1074,0.3870967741935484,0.7560975609756098,82,62,35,24,11
cremad,wavlm_base_plus,r1s1,within_fold,0.3,1075,0.1935483870967742,0.7560975609756098,82,62,25,12,13
cremad,wavlm_base_plus,r1s1,within_fold,0.3,1076,0.3,0.625,80,50,30,15,15
cremad,wavlm_base_plus,r1s1,within_fold,0.3,1077,0.3333333333333333,0.5853658536585366,82,48,37,16,21
cremad,wavlm_base_plus,r1s1,within_fold,0.3,1078,0.05357142857142857,0.6829268292682927,82,56,14,3,11
cremad,wavlm_base_plus,r1s1,within_fold,0.3,1079,0.16666666666666666,0.6585365853658537,82,54,27,9,18
cremad,wavlm_base_plus,r1s1,within_fold,0.3,1080,0.14925373134328357,0.8170731707317073,82,67,17,10,7
cremad,wavlm_base_plus,r1s1,within_fold,0.3,1081,0.14516129032258066,0.7560975609756098,82,62,20,9,11
cremad,wavlm_base_plus,r1s1,within_fold,0.3,1082,0.41509433962264153,0.6463414634146342,82,53,40,22,18
cremad,wavlm_base_plus,r1s1,within_fold,0.3,1083,0.20689655172413793,0.7073170731707317,82,58,22,12,10
cremad,wavlm_base_plus,r1s1,within_fold,0.3,1084,0.3333333333333333,0.5853658536585366,82,48,39,16,23
cremad,wavlm_base_plus,r1s1,within_fold,0.3,1085,0.18181818181818182,0.6707317073170732,82,55,30,10,20
cremad,wavlm_base_plus,r1s1,within_fold,0.3,1086,0.1836734693877551,0.5975609756097561,82,49,27,9,18
cremad,wavlm_base_plus,r1s1,within_fold,0.3,1087,0.2916666666666667,0.5853658536585366,82,48,32,14,18
cremad,wavlm_base_plus,r1s1,within_fold,0.3,1088,0.14035087719298245,0.6951219512195121,82,57,23,8,15
cremad,wavlm_base_plus,r1s1,within_fold,0.3,1089,0.16901408450704225,0.8658536585365854,82,71,16,12,4
cremad,wavlm_base_plus,r1s1,within_fold,0.3,1090,0.25,0.6341463414634146,82,52,27,13,14
cremad,wavlm_base_plus,r1s1,within_fold,0.3,1091,0.3448275862068966,0.7073170731707317,82,58,35,20,15
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1001,0.49333333333333335,0.9146341463414634,82,75,42,37,5
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1002,0.29850746268656714,0.8271604938271605,81,67,32,20,12
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1003,0.2191780821917808,0.8902439024390244,82,73,23,16,7
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1004,0.2702702702702703,0.9024390243902439,82,74,26,20,6
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1005,0.32098765432098764,0.9878048780487805,82,81,27,26,1
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1006,0.25675675675675674,0.925,80,74,22,19,3
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1007,0.4605263157894737,0.926829268292683,82,76,39,35,4
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1008,0.296875,0.8421052631578947,76,64,29,19,10
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1009,0.29411764705882354,0.8947368421052632,76,68,23,20,3
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1010,0.24675324675324675,0.9390243902439024,82,77,22,19,3
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1011,0.10666666666666667,0.9146341463414634,82,75,10,8,2
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1012,0.1891891891891892,0.9024390243902439,82,74,20,14,6
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1013,0.24,0.9375,80,75,22,18,4
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1014,0.19230769230769232,0.9512195121951219,82,78,19,15,4
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1015,0.34328358208955223,0.8170731707317073,82,67,34,23,11
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1016,0.3287671232876712,0.8902439024390244,82,73,29,24,5
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1017,0.40540540540540543,0.925,80,74,31,30,1
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1018,0.125,0.8780487804878049,82,72,13,9,4
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1019,0.24242424242424243,0.868421052631579,76,66,20,16,4
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1020,0.16666666666666666,0.9512195121951219,82,78,15,13,2
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1021,0.33783783783783783,0.9024390243902439,82,74,32,25,7
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1022,0.2191780821917808,0.8902439024390244,82,73,21,16,5
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1023,0.2535211267605634,0.8658536585365854,82,71,27,18,9
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1024,0.2191780821917808,0.8902439024390244,82,73,24,16,8
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1025,0.3188405797101449,0.8414634146341463,82,69,29,22,7
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1026,0.15789473684210525,0.926829268292683,82,76,14,12,2
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1027,0.30985915492957744,0.8658536585365854,82,71,29,22,7
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1028,0.24050632911392406,0.9634146341463414,82,79,22,19,3
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1029,0.30666666666666664,0.9146341463414634,82,75,27,23,4
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1030,0.15384615384615385,0.9512195121951219,82,78,14,12,2
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1031,0.3442622950819672,0.7439024390243902,82,61,39,21,18
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1032,0.3835616438356164,0.8902439024390244,82,73,34,28,6
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1033,0.1323529411764706,0.8292682926829268,82,68,18,9,9
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1034,0.39705882352941174,0.8292682926829268,82,68,39,27,12
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1035,0.2564102564102564,0.9512195121951219,82,78,23,20,3
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1036,0.4857142857142857,0.8536585365853658,82,70,45,34,11
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1037,0.15,0.975609756097561,82,80,13,12,1
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1038,0.15384615384615385,0.9512195121951219,82,78,13,12,1
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1039,0.2077922077922078,0.9390243902439024,82,77,19,16,3
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1040,0.21428571428571427,0.8536585365853658,82,70,20,15,5
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1041,0.2191780821917808,0.8902439024390244,82,73,24,16,8
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1042,0.352112676056338,0.8658536585365854,82,71,29,25,4
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1043,0.2222222222222222,0.8780487804878049,82,72,23,16,7
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1044,0.2972972972972973,0.9024390243902439,82,74,27,22,5
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1045,0.44,0.9146341463414634,82,75,39,33,6
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1046,0.3333333333333333,0.8414634146341463,82,69,34,23,11
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1047,0.1,0.975609756097561,82,80,9,8,1
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1048,0.3026315789473684,0.926829268292683,82,76,28,23,5
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1049,0.21518987341772153,0.9634146341463414,82,79,18,17,1
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1050,0.2236842105263158,0.926829268292683,82,76,20,17,3
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1051,0.28169014084507044,0.8658536585365854,82,71,27,20,7
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1052,0.24675324675324675,0.9390243902439024,82,77,23,19,4
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1053,0.2028985507246377,0.8414634146341463,82,69,20,14,6
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1054,0.20270270270270271,0.9024390243902439,82,74,20,15,5
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1055,0.2112676056338028,0.8658536585365854,82,71,20,15,5
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1056,0.22535211267605634,0.8658536585365854,82,71,24,16,8
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1057,0.5,0.9512195121951219,82,78,42,39,3
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1058,0.22666666666666666,0.9146341463414634,82,75,21,17,4
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1059,0.3918918918918919,0.9024390243902439,82,74,31,29,2
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1060,0.5256410256410257,0.9512195121951219,82,78,43,41,2
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1061,0.23076923076923078,0.9512195121951219,82,78,20,18,2
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1062,0.379746835443038,0.9634146341463414,82,79,32,30,2
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1063,0.17721518987341772,0.9634146341463414,82,79,17,14,3
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1064,0.2125,0.975609756097561,82,80,19,17,2
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1065,0.32857142857142857,0.8536585365853658,82,70,32,23,9
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1066,0.3055555555555556,0.8780487804878049,82,72,27,22,5
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1067,0.6268656716417911,0.8170731707317073,82,67,50,42,8
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1068,0.273972602739726,0.8902439024390244,82,73,28,20,8
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1069,0.2857142857142857,0.8536585365853658,82,70,25,20,5
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1070,0.2638888888888889,0.8780487804878049,82,72,25,19,6
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1071,0.3611111111111111,0.8780487804878049,82,72,32,26,6
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1072,0.30666666666666664,0.9146341463414634,82,75,27,23,4
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1073,0.25806451612903225,0.7560975609756098,82,62,27,16,11
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1074,0.32894736842105265,0.926829268292683,82,76,30,25,5
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1075,0.2692307692307692,0.9512195121951219,82,78,24,21,3
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1076,0.352112676056338,0.8875,80,71,31,25,6
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1077,0.4411764705882353,0.8292682926829268,82,68,40,30,10
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1078,0.125,0.975609756097561,82,80,11,10,1
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1079,0.2054794520547945,0.8902439024390244,82,73,21,15,6
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1080,0.20512820512820512,0.9512195121951219,82,78,18,16,2
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1081,0.25,0.975609756097561,82,80,21,20,1
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1082,0.4305555555555556,0.8780487804878049,82,72,40,31,9
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1083,0.2911392405063291,0.9634146341463414,82,79,24,23,1
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1084,0.3287671232876712,0.8902439024390244,82,73,30,24,6
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1085,0.30303030303030304,0.8048780487804879,82,66,29,20,9
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1086,0.4166666666666667,0.8780487804878049,82,72,39,30,9
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1087,0.273972602739726,0.8902439024390244,82,73,25,20,5
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1088,0.19736842105263158,0.926829268292683,82,76,20,15,5
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1089,0.19480519480519481,0.9390243902439024,82,77,20,15,5
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1090,0.2571428571428571,0.8536585365853658,82,70,26,18,8
cremad,wavlm_base_plus,r2s2,global_oof,0.1,1091,0.38666666666666666,0.9146341463414634,82,75,35,29,6
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1001,0.46153846153846156,0.7926829268292683,82,65,42,30,12
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1002,0.24561403508771928,0.7037037037037037,81,57,32,14,18
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1003,0.208955223880597,0.8170731707317073,82,67,23,14,9
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1004,0.23076923076923078,0.7926829268292683,82,65,26,15,11
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1005,0.2876712328767123,0.8902439024390244,82,73,27,21,6
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1006,0.24242424242424243,0.825,80,66,22,16,6
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1007,0.4383561643835616,0.8902439024390244,82,73,39,32,7
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1008,0.23636363636363636,0.7236842105263158,76,55,29,13,16
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1009,0.21818181818181817,0.7236842105263158,76,55,23,12,11
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1010,0.2318840579710145,0.8414634146341463,82,69,22,16,6
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1011,0.07142857142857142,0.8536585365853658,82,70,10,5,5
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1012,0.17391304347826086,0.8414634146341463,82,69,20,12,8
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1013,0.18571428571428572,0.875,80,70,22,13,9
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1014,0.13636363636363635,0.8048780487804879,82,66,19,9,10
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1015,0.2909090909090909,0.6707317073170732,82,55,34,16,18
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1016,0.2835820895522388,0.8170731707317073,82,67,29,19,10
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1017,0.36507936507936506,0.7875,80,63,31,23,8
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1018,0.09230769230769231,0.7926829268292683,82,65,13,6,7
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1019,0.2033898305084746,0.7763157894736842,76,59,20,12,8
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1020,0.1643835616438356,0.8902439024390244,82,73,15,12,3
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1021,0.3333333333333333,0.8048780487804879,82,66,32,22,10
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1022,0.14925373134328357,0.8170731707317073,82,67,21,10,11
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1023,0.2459016393442623,0.7439024390243902,82,61,27,15,12
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1024,0.15873015873015872,0.7682926829268293,82,63,24,10,14
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1025,0.2698412698412698,0.7682926829268293,82,63,29,17,12
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1026,0.11594202898550725,0.8414634146341463,82,69,14,8,6
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1027,0.2833333333333333,0.7317073170731707,82,60,29,17,12
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1028,0.1780821917808219,0.8902439024390244,82,73,22,13,9
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1029,0.24615384615384617,0.7926829268292683,82,65,27,16,11
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1030,0.09722222222222222,0.8780487804878049,82,72,14,7,7
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1031,0.28,0.6097560975609756,82,50,39,14,25
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1032,0.3484848484848485,0.8048780487804879,82,66,34,23,11
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1033,0.125,0.7804878048780488,82,64,18,8,10
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1034,0.4107142857142857,0.6829268292682927,82,56,39,23,16
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1035,0.23943661971830985,0.8658536585365854,82,71,23,17,6
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1036,0.4482758620689655,0.7073170731707317,82,58,45,26,19
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1037,0.14285714285714285,0.9390243902439024,82,77,13,11,2
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1038,0.14666666666666667,0.9146341463414634,82,75,13,11,2
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1039,0.2,0.8536585365853658,82,70,19,14,5
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1040,0.16129032258064516,0.7560975609756098,82,62,20,10,10
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1041,0.19117647058823528,0.8292682926829268,82,68,24,13,11
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1042,0.3137254901960784,0.6219512195121951,82,51,29,16,13
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1043,0.1875,0.7804878048780488,82,64,23,12,11
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1044,0.25,0.8292682926829268,82,68,27,17,10
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1045,0.375,0.7804878048780488,82,64,39,24,15
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1046,0.288135593220339,0.7195121951219512,82,59,34,17,17
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1047,0.1038961038961039,0.9390243902439024,82,77,9,8,1
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1048,0.2835820895522388,0.8170731707317073,82,67,28,19,9
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1049,0.1917808219178082,0.8902439024390244,82,73,18,14,4
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1050,0.2028985507246377,0.8414634146341463,82,69,20,14,6
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1051,0.25,0.7804878048780488,82,64,27,16,11
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1052,0.2153846153846154,0.7926829268292683,82,65,23,14,9
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1053,0.15254237288135594,0.7195121951219512,82,59,20,9,11
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1054,0.19718309859154928,0.8658536585365854,82,71,20,14,6
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1055,0.1935483870967742,0.7560975609756098,82,62,20,12,8
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1056,0.21212121212121213,0.8048780487804879,82,66,24,14,10
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1057,0.4492753623188406,0.8414634146341463,82,69,42,31,11
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1058,0.20588235294117646,0.8292682926829268,82,68,21,14,7
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1059,0.3484848484848485,0.8048780487804879,82,66,31,23,8
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1060,0.5068493150684932,0.8902439024390244,82,73,43,37,6
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1061,0.20588235294117646,0.8292682926829268,82,68,20,14,6
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1062,0.3472222222222222,0.8780487804878049,82,72,32,25,7
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1063,0.15492957746478872,0.8658536585365854,82,71,17,11,6
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1064,0.1780821917808219,0.8902439024390244,82,73,19,13,6
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1065,0.25,0.7317073170731707,82,60,32,15,17
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1066,0.2459016393442623,0.7439024390243902,82,61,27,15,12
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1067,0.6226415094339622,0.6463414634146342,82,53,50,33,17
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1068,0.2727272727272727,0.8048780487804879,82,66,28,18,10
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1069,0.25806451612903225,0.7560975609756098,82,62,25,16,9
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1070,0.23809523809523808,0.7682926829268293,82,63,25,15,10
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1071,0.29508196721311475,0.7439024390243902,82,61,32,18,14
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1072,0.19298245614035087,0.6951219512195121,82,57,27,11,16
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1073,0.25,0.6341463414634146,82,52,27,13,14
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1074,0.29411764705882354,0.8292682926829268,82,68,30,20,10
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1075,0.25333333333333335,0.9146341463414634,82,75,24,19,5
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1076,0.29310344827586204,0.725,80,58,31,17,14
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1077,0.4,0.7317073170731707,82,60,40,24,16
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1078,0.04477611940298507,0.8170731707317073,82,67,11,3,8
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1079,0.17647058823529413,0.8292682926829268,82,68,21,12,9
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1080,0.1780821917808219,0.8902439024390244,82,73,18,13,5
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1081,0.2112676056338028,0.8658536585365854,82,71,21,15,6
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1082,0.40625,0.7804878048780488,82,64,40,26,14
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1083,0.28378378378378377,0.9024390243902439,82,74,24,21,3
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1084,0.3076923076923077,0.7926829268292683,82,65,30,20,10
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1085,0.2413793103448276,0.7073170731707317,82,58,29,14,15
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1086,0.38333333333333336,0.7317073170731707,82,60,39,23,16
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1087,0.21666666666666667,0.7317073170731707,82,60,25,13,12
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1088,0.19718309859154928,0.8658536585365854,82,71,20,14,6
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1089,0.1780821917808219,0.8902439024390244,82,73,20,13,7
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1090,0.22580645161290322,0.7560975609756098,82,62,26,14,12
cremad,wavlm_base_plus,r2s2,global_oof,0.2,1091,0.37681159420289856,0.8414634146341463,82,69,35,26,9
cremad,wavlm_base_plus,r2s2,global_oof,0.3,1001,0.41379310344827586,0.7073170731707317,82,58,42,24,18
cremad,wavlm_base_plus,r2s2,global_oof,0.3,1002,0.19047619047619047,0.5185185185185185,81,42,32,8,24
cremad,wavlm_base_plus,r2s2,global_oof,0.3,1003,0.16071428571428573,0.6829268292682927,82,56,23,9,14
cremad,wavlm_base_plus,r2s2,global_oof,0.3,1004,0.21568627450980393,0.6219512195121951,82,51,26,11,15
cremad,wavlm_base_plus,r2s2,global_oof,0.3,1005,0.23809523809523808,0.7682926829268293,82,63,27,15,12
cremad,wavlm_base_plus,r2s2,global_oof,0.3,1006,0.23214285714285715,0.7,80,56,22,13,9
cremad,wavlm_base_plus,r2s2,global_oof,0.3,1007,0.4090909090909091,0.8048780487804879,82,66,39,27,12
cremad,wavlm_base_plus,r2s2,global_oof,0.3,1008,0.2127659574468085,0.618421052631579,76,47,29,10,19
cremad,wavlm_base_plus,r2s2,global_oof,0.3,1009,0.14583333333333334,0.631578947368421,76,48,23,7,16
cremad,wavlm_base_plus,r2s2,global_oof,0.3,1010,0.15254237288135594,0.7195121951219512,82,59,22,9,13
cremad,wavlm_base_plus,r2s2,global_oof,0.3,1011,0.078125,0.7804878048780488,82,64,10,5,5
cremad,wavlm_base_plus,r2s2,global_oof,0.3,1012,0.10344827586206896,0.7073170731707317,82,58,20,6,14
cremad,wavlm_base_plus,r2s2,global_oof,0.3,1013,0.16666666666666666,0.75,80,60,22,10,12
cremad,wavlm_base_plus,r2s2,global_oof,0.3,1014,0.10714285714285714,0.6829268292682927,82,56,19,6,13
cremad,wavlm_base_plus,r2s2,global_oof,0.3,1015,0.27450980392156865,0.6219512195121951,82,51,34,14,20
cremad,wavlm_base_plus,r2s2,global_oof,0.3,1016,0.23636363636363636,0.6707317073170732,82,55,29,13,16
cremad,wavlm_base_plus,r2s2,global_oof,0.3,1017,0.3125,0.6,80,48,31,15,16
cremad,wavlm_base_plus,r2s2,global_oof,0.3,1018,0.08196721311475409,0.7439024390243902,82,61,13,5,8
cremad,wavlm_base_plus,r2s2,global_oof,0.3,1019,0.14285714285714285,0.6447368421052632,76,49,20,7,13
cremad,wavlm_base_plus,r2s2,global_oof,0.3,1020,0.12307692307692308,0.7926829268292683,82,65,15,8,7
cremad,wavlm_base_plus,r2s2,global_oof,0.3,1021,0.2777777777777778,0.6585365853658537,82,54,32,15,17
cremad,wavlm_base_plus,r2s2,global_oof,0.3,1022,0.15,0.7317073170731707,82,60,21,9,12
cremad,wavlm_base_plus,r2s2,global_oof,0.3,1023,0.23214285714285715,0.6829268292682927,82,56,27,13,14
cremad,wavlm_base_plus,r2s2,global_oof,0.3,1024,0.14285714285714285,0.6829268292682927,82,56,24,8,16
cremad,wavlm_base_plus,r2s2,global_oof,0.3,1025,0.23076923076923078,0.6341463414634146,82,52,29,12,17
cremad,wavlm_base_plus,r2s2,global_oof,0.3,1026,0.08955223880597014,0.8170731707317073,82,67,14,6,8
cremad,wavlm_base_plus,r2s2,global_oof,0.3,1027,0.22916666666666666,0.5853658536585366,82,48,29,11,18
